Brand	Location	Time the brand is at screen	Duration	Screen Location	Screen Size %	Total Hits	Average Hits	Sequence Frame Number
KFC	Boundary Rope	01:52:56	1	B	0.974	6	6	6776
GJ Gardner	Umpire Jersey Front	01:53:06	2	B	0.962	2	1	6786
GJ Gardner	Umpire Jersey Front - Homes	01:53:06	2	B	0.381	2	1	6786
Dream11	Playing Kit - Arm	01:53:19	2	E	0.805	2	1	6799
Dream11	Playing Kit - Shirt Front - Series Logo	01:53:19	2	A	0.457	2	1	6799
Gillette	Playing Kit - Shirt Front - Venus	01:53:19	2	D	0.995	4	2	6799
KFC	Playing Kit - Shirt Front - Series Logo	01:53:19	2	A	0.410	2	1	6799
Dream11	Playing Kit - Arm	01:53:24	3	D	0.805	6	2	6804
KFC	Playing Kit - Cap	01:53:22	5	A	0.879	5	1	6802
Dream11	Virtual Grass Sign - End of Wicket	01:54:05	4	B	1.714	4	1	6845
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:54:05	4	C	1.658	4	1	6845
Dream11	Static Board - End of Wicket Signage	01:54:10	5	C	1.007	25	5	6850
Dream11	Virtual Grass Sign - End of Wicket	01:54:10	5	A	1.714	10	2	6850
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:54:10	5	C	1.658	5	1	6850
GJ Gardner	Static Board	01:54:10	5	B	1.265	10	2	6850
GJ Gardner	Static Board - Homes	01:54:10	5	B	0.792	10	2	6850
KFC	Static Board - End of Wicket Signage	01:54:10	5	C	1.007	5	1	6850
KFC	Virtual Grass Sign - End of Wicket	01:54:10	5	D	2.106	5	1	6850
Oral B	Static Board	01:54:10	5	B	1.103	10	2	6850
Dream11	Playing Kit - Arm	01:54:21	2	A	0.805	2	1	6861
Dream11	Playing Kit - Shirt Front - Series Logo	01:54:21	2	A	0.457	2	1	6861
Gillette	Playing Kit - Shirt Front - Venus	01:54:21	2	A	0.995	2	1	6861
KFC	Playing Kit - Shirt Front - Series Logo	01:54:21	2	A	0.410	2	1	6861
Dream11	Virtual Grass Sign - End of Wicket	01:54:21	6	B	1.714	6	1	6861
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:54:23	4	C	1.658	4	1	6863
Dream11	Static Board - End of Wicket Signage	01:54:26	2	C	1.007	10	5	6866
Gillette	Static Board - End of Wicket Signage	01:54:27	1	A	0.639	1	1	6867
KFC	Static Board - End of Wicket Signage	01:54:27	1	B	1.007	1	1	6867
GJ Gardner	Static Board	01:54:27	2	A	1.265	4	2	6867
Dream11	Virtual Grass Sign - End of Wicket	01:54:31	2	B	1.714	2	1	6871
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:54:31	2	C	1.658	2	1	6871
Dream11	Playing Kit - Arm	01:54:33	4	A	0.805	4	1	6873
GJ Gardner	Giant Screen	01:55:11	4	A	0.360	4	1	6911
GJ Gardner	Umpire Jersey Back	01:55:14	1	E	1.223	1	1	6914
GJ Gardner	Umpire Jersey Back - Homes	01:55:14	1	E	0.502	1	1	6914
Gillette	Playing Kit - Shirt Front - Venus	01:55:14	2	D	0.995	2	1	6914
GJ Gardner	Umpire Jersey Front	01:55:15	1	E	0.962	1	1	6915
GJ Gardner	Umpire Jersey Front - Homes	01:55:15	1	A	0.381	1	1	6915
Dream11	Playing Kit - Arm	01:55:15	2	A	0.805	4	2	6915
Dream11	Virtual Grass Sign - End of Wicket	01:55:17	3	C	2.324	3	1	6917
KFC	Virtual Grass Sign - End of Wicket	01:55:17	3	B	3.271	3	1	6917
Dream11	Virtual Grass Sign - End of Wicket	01:55:24	2	C	2.324	2	1	6924
KFC	Virtual Grass Sign - End of Wicket	01:55:24	2	B	3.271	2	1	6924
Dream11	Virtual Grass Sign - End of Wicket	01:55:30	1	B	5.811	1	1	6930
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:55:30	1	C	3.684	1	1	6930
Dream11	Virtual Grass Sign - End of Wicket	01:55:33	9	B	5.811	9	1	6933
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:55:33	9	C	3.684	9	1	6933
Dream11	Boundary Rope	01:55:42	1	A	0.905	8	8	6942
Ford	Boundary Rope	01:55:42	1	A	0.979	7	7	6942
KFC	Boundary Rope	01:55:42	1	A	0.974	6	6	6942
Oral B	Static Board	01:55:42	1	B	4.524	2	2	6942
Dream11	Virtual Grass Sign - End of Wicket	01:55:44	3	C	13.084	3	1	6944
KFC	Virtual Grass Sign - End of Wicket	01:55:44	3	B	13.780	3	1	6944
Dream11	Playing Kit - Arm	01:55:47	2	A	0.805	4	2	6947
Dream11	Playing Kit - Shirt Front - Series Logo	01:55:47	2	A	0.457	2	1	6947
Gillette	Playing Kit - Shirt Front - Venus	01:55:47	2	A	0.995	2	1	6947
KFC	Playing Kit - Shirt Front - Series Logo	01:55:47	2	A	0.410	2	1	6947
Dream11	Playing Kit - Shirt Front - Series Logo	01:55:53	1	A	0.457	1	1	6953
Gillette	Playing Kit - Shirt Front - Venus	01:55:53	1	A	0.995	1	1	6953
GJ Gardner	Umpire Jersey Back	01:55:53	1	E	1.223	1	1	6953
GJ Gardner	Umpire Jersey Back - Homes	01:55:53	1	E	0.502	1	1	6953
KFC	Playing Kit - Shirt Front - Series Logo	01:55:53	1	A	0.410	1	1	6953
Dream11	Virtual Grass Sign - End of Wicket	01:55:58	2	B	6.464	2	1	6958
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:55:58	2	C	3.440	2	1	6958
Dream11	Boundary Rope	01:56:03	3	C	0.905	24	8	6963
Ford	Boundary Rope	01:56:03	3	C	0.979	21	7	6963
KFC	Boundary Rope	01:56:03	3	B	0.974	18	6	6963
Gillette	Playing Kit - Shirt Front - Venus	01:56:18	1	D	0.995	1	1	6978
Dream11	Playing Kit - Arm	01:56:20	2	A	0.805	2	1	6980
Dream11	Playing Kit - Shirt Front - Series Logo	01:56:20	2	A	0.457	2	1	6980
Gillette	Playing Kit - Shirt Front - Venus	01:56:20	2	A	0.995	2	1	6980
GJ Gardner	Umpire Jersey Front	01:56:19	3	A	0.962	3	1	6979
GJ Gardner	Umpire Jersey Front - Homes	01:56:19	3	A	0.381	3	1	6979
KFC	Playing Kit - Shirt Front - Series Logo	01:56:20	2	A	0.410	2	1	6980
Dream11	Virtual Grass Sign - End of Wicket	01:56:22	4	C	15.545	4	1	6982
KFC	Virtual Grass Sign - End of Wicket	01:56:22	4	B	6.296	4	1	6982
Dream11	Playing Kit - Arm	01:56:32	4	A	0.805	6	1.500	6992
Gillette	Playing Kit - Shirt Front - Venus	01:56:34	2	E	0.995	2	1	6994
Dream11	Playing Kit - Shirt Front - Series Logo	01:56:33	6	A	0.457	6	1	6993
KFC	Playing Kit - Shirt Front - Series Logo	01:56:33	6	A	0.410	6	1	6993
Dream11	Virtual Grass Sign - End of Wicket	01:56:39	7	B	4.632	7	1	6999
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:56:39	7	C	1.658	7	1	6999
Ford	Boundary Rope	01:57:06	2	E	0.979	8	4	7026
		01:57:12	2	C	0.000	0	0	7032
Dream11	Boundary Rope	01:57:06	10	D	0.905	44	4.400	7026
Ford	Boundary Rope	01:57:09	7	C	0.979	31	4.429	7029
KFC	Boundary Rope	01:57:09	7	A	0.974	24	3.429	7029
Gillette	Playing Kit - Shirt Front - Venus	01:57:26	6	D	2.432	6	1	7046
GJ Gardner	Umpire Jersey Front	01:57:23	9	E	0.962	9	1	7043
GJ Gardner	Umpire Jersey Front - Homes	01:57:23	9	E	0.381	9	1	7043
Dream11	Playing Kit - Arm	01:57:43	2	A	0.805	4	2	7063
Dream11	Playing Kit - Shirt Front - Series Logo	01:57:43	2	A	0.457	2	1	7063
Gillette	Playing Kit - Shirt Front - Venus	01:57:43	2	A	2.432	2	1	7063
GJ Gardner	Umpire Jersey Front	01:57:43	2	E	0.962	2	1	7063
GJ Gardner	Umpire Jersey Front - Homes	01:57:43	2	E	0.381	2	1	7063
KFC	Playing Kit - Shirt Front - Series Logo	01:57:43	2	A	0.410	2	1	7063
Dream11	Virtual Grass Sign - End of Wicket	01:57:45	3	B	4.557	3	1	7065
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:57:45	3	C	3.570	3	1	7065
Dream11	Virtual Grass Sign - End of Wicket	01:57:53	2	C	4.339	2	1	7073
KFC	Virtual Grass Sign - End of Wicket	01:57:53	2	B	3.004	2	1	7073
Dream11	Playing Kit - Arm	01:58:03	1	E	0.805	2	2	7083
Dream11	Playing Kit - Shirt Front - Series Logo	01:58:03	1	A	0.457	1	1	7083
KFC	Playing Kit - Shirt Front - Series Logo	01:58:03	1	E	0.410	1	1	7083
Dream11	Virtual Grass Sign - End of Wicket	01:58:04	5	C	2.423	5	1	7084
KFC	Virtual Grass Sign - End of Wicket	01:58:04	5	B	5.046	5	1	7084
Gillette	Playing Kit - Shirt Front - Venus	01:58:14	4	A	0.995	4	1	7094
KFC	Playing Kit - Shirt Front - Series Logo	01:58:14	4	A	0.410	4	1	7094
Dream11	Playing Kit - Arm	01:58:14	12	A	0.805	12	1	7094
Dream11	Playing Kit - Shirt Front - Series Logo	01:58:14	12	A	0.457	12	1	7094
Gillette	Playing Kit - Shirt Front - Venus	01:58:26	1	C	0.995	2	2	7106
GJ Gardner	Umpire Jersey Back	01:58:27	2	B	1.223	2	1	7107
GJ Gardner	Umpire Jersey Back - Homes	01:58:27	2	B	0.502	2	1	7107
Dream11	Playing Kit - Arm	01:58:28	2	A	0.805	2	1	7108
Dream11	Playing Kit - Arm	01:58:31	2	A	0.805	2	1	7111
Oral B	Static Board	01:58:39	4	E	5.491	4	1	7119
Dream11	Playing Kit - Shirt Front - Series Logo	01:58:43	11	A	0.457	11	1	7123
Gillette	Playing Kit - Shirt Front - Venus	01:58:43	11	A	0.995	11	1	7123
KFC	Playing Kit - Shirt Front - Series Logo	01:58:43	11	A	0.410	11	1	7123
		01:59:07	1	A	0.000	0	0	7147
Dream11	Static Board - End of Wicket Signage	01:59:08	4	C	1.007	20	5	7148
Dream11	Virtual Grass Sign - End of Wicket	01:59:06	6	B	2.161	6	1	7146
Gillette	Static Board - End of Wicket Signage	01:59:08	4	C	0.639	4	1	7148
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:59:06	6	C	2.972	6	1	7146
KFC	Static Board - End of Wicket Signage	01:59:08	4	C	1.007	4	1	7148
Gillette	Playing Kit - Shirt Front - Venus	01:59:21	1	A	0.995	1	1	7161
Dream11	Virtual Grass Sign - End of Wicket	01:59:26	2	B	6.336	2	1	7166
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:59:26	2	C	5.871	2	1	7166
Dream11	Static Board - End of Wicket Signage	01:59:31	2	B	1.007	10	5	7171
Dream11	Virtual Grass Sign - End of Wicket	01:59:29	4	B	6.336	4	1	7169
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:59:29	4	C	5.492	4	1	7169
KFC	Static Board - End of Wicket Signage	01:59:31	2	B	0.761	2	1	7171
Oral B	Static Board	01:59:31	2	B	0.817	2	1	7171
Gillette	Playing Kit - Shirt Front - Venus	01:59:36	3	A	0.995	3	1	7176
Dream11	Static Board - End of Wicket Signage	01:59:45	8	B	0.979	40	5	7185
Dream11	Virtual Grass Sign - End of Wicket	01:59:45	8	C	1.714	8	1	7185
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	01:59:45	8	C	1.658	8	1	7185
GJ Gardner	Static Board	01:59:46	7	B	1.265	14	2	7186
KFC	Static Board - End of Wicket Signage	01:59:45	8	B	1.007	8	1	7185
KFC	Virtual Grass Sign - End of Wicket	01:59:48	5	D	2.106	5	1	7188
Oral B	Static Board	01:59:45	8	B	0.826	8	1	7185
Dream11	Playing Kit - Arm	01:59:53	6	E	0.805	6	1	7193
Dream11	Playing Kit - Shirt Front - Series Logo	01:59:53	6	A	0.457	6	1	7193
Gillette	Playing Kit - Shirt Front - Venus	01:59:53	6	A	0.995	6	1	7193
KFC	Playing Kit - Shirt Front - Series Logo	01:59:53	6	A	0.410	6	1	7193
GJ Gardner	Static Board	02:00:02	5	B	0.803	10	2	7202
KFC	Virtual Grass Sign - End of Wicket	02:00:02	5	A	0.967	5	1	7202
Oral B	Static Board	02:00:02	5	A	0.620	5	1	7202
Dream11	Static Board - End of Wicket Signage	02:00:12	2	B	1.007	12	6	7212
Dream11	Virtual Grass Sign - End of Wicket	02:00:02	12	A	1.714	17	1.417	7202
Gillette	Static Board - End of Wicket Signage	02:00:12	2	C	0.639	2	1	7212
Gillette	Virtual Grass Sign - End of Wicket - Gillette Venus	02:00:02	12	A	1.658	12	1	7202
KFC	Static Board - End of Wicket Signage	02:00:12	2	C	1.007	2	1	7212
Dream11	Playing Kit - Arm	02:00:21	5	A	0.805	5	1	7221
Dream11	Playing Kit - Shirt Front - Series Logo	02:00:21	5	A	0.457	5	1	7221
Gillette	Playing Kit - Shirt Front - Venus	02:00:21	5	A	0.995	5	1	7221
KFC	Playing Kit - Shirt Front - Series Logo	02:00:21	5	A	0.410	5	1	7221
