Brand	Location	Time the brand is at screen	Duration	Screen Location	Screen Size %	Total Hits	Average Hits	Sequence Frame Number
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:36:18	3	E	0.492	6	2	4278
Dulux	LED Sightscreen	11:36:26	4	E	1.278	4	1	4286
Dulux	LED Sign	11:36:25	5	C	0.778	25	5	4285
Dulux	Virtual Grass Sign - End of Wicket	11:36:26	4	E	0.802	4	1	4286
GJ Gardner	Virtual Grass Sign - End of Wicket	11:36:24	6	B	0.690	6	1	4284
ΑΝΖ	LED Sign - End of Wicket Signage	11:36:25	5	C	0.899	40	8	4285
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:36:24	6	B	0.492	11	1.833	4284
ΑΝΖ	Playing Kit - Arm	11:36:35	1	A	0.467	1	1	4295
Canterbury	Playing Kit - Shirt Front	11:36:35	2	A	0.973	2	1	4295
ΑΝΖ	Playing Kit - Shirt Front	11:36:35	2	A	1.183	2	1	4295
Dulux	LED Sightscreen	11:36:37	9	E	1.278	9	1	4297
Dulux	Virtual Grass Sign - End of Wicket	11:36:37	9	B	0.802	9	1	4297
GJ Gardner	Virtual Grass Sign - End of Wicket	11:36:37	9	B	0.690	9	1	4297
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:36:37	9	B	0.492	18	2	4297
NZC	Umpire Jersey Front	11:36:49	1	B	0.569	1	1	4309
GJ Gardner	Virtual Grass Sign - End of Wicket	11:36:53	3	B	0.690	3	1	4313
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:36:53	3	B	0.492	3	1	4313
Dulux	LED Sightscreen	11:37:03	2	C	1.278	2	1	4323
ΑΝΖ	LED Sight Screen	11:37:05	2	C	1.002	2	1	4325
NZC	Umpire Jersey Front	11:37:11	1	B	0.569	1	1	4331
Dulux	Virtual Grass Sign - End of Wicket	11:37:15	2	A	0.802	2	1	4335
GJ Gardner	Virtual Grass Sign - End of Wicket	11:37:14	3	B	0.690	3	1	4334
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:37:14	3	B	0.492	5	1.667	4334
ΑΝΖ	LED Sight Screen	11:37:15	8	A	1.002	8	1	4335
ΑΝΖ	Boundary Rope	11:37:23	4	B	0.489	18	4.500	4343
KFC	Boundary Rope	11:37:24	6	C	0.640	12	2	4344
Life Direct	Boundary Rope	11:37:26	4	A	0.763	4	1	4346
ΑΝΖ	Boundary Rope	11:37:28	2	E	0.489	6	3	4348
GJ Gardner	LED Sightscreen	11:37:30	3	B	4.269	3	1	4350
ΑΝΖ	LED Sign - End of Wicket Signage	11:37:30	3	A	0.899	3	1	4350
Dulux	Virtual Grass Sign - End of Wicket	11:37:33	1	A	0.802	1	1	4353
GJ Gardner	Virtual Grass Sign - End of Wicket	11:37:33	1	A	0.690	1	1	4353
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:37:33	1	A	0.492	2	2	4353
Dulux	LED Sign	11:37:38	1	C	0.778	5	5	4358
GJ Gardner	Virtual Grass Sign - End of Wicket	11:37:36	3	B	0.690	3	1	4356
ΑΝΖ	LED Sign - End of Wicket Signage	11:37:38	1	C	0.899	8	8	4358
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:37:36	3	B	0.492	4	1.333	4356
Canterbury	Playing Kit - Shirt Front	11:37:40	1	A	0.973	1	1	4360
ΑΝΖ	Playing Kit - Arm	11:37:40	1	A	0.467	1	1	4360
ΑΝΖ	Playing Kit - Shirt Front	11:37:40	1	A	1.183	1	1	4360
Canterbury	Playing Kit - Shirt Front	11:37:44	3	A	0.973	3	1	4364
ΑΝΖ	Playing Kit - Arm	11:37:44	3	A	0.467	3	1	4364
ΑΝΖ	Playing Kit - Shirt Front	11:37:44	3	A	1.183	3	1	4364
GJ Gardner	LED Sightscreen	11:37:47	2	A	1.002	2	1	4367
Dulux	Virtual Grass Sign - End of Wicket	11:37:47	4	A	0.802	4	1	4367
GJ Gardner	Virtual Grass Sign - End of Wicket	11:37:47	4	A	0.690	4	1	4367
ΑΝΖ	LED Sight Screen	11:37:49	2	A	1.002	2	1	4369
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:37:47	4	A	0.492	8	2	4367
Dulux	Virtual Grass Sign - End of Wicket	11:37:54	8	A	0.802	8	1	4374
GJ Gardner	Virtual Grass Sign - End of Wicket	11:37:54	8	D	0.690	8	1	4374
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:37:54	8	D	0.492	16	2	4374
NZC	Umpire Jersey Front	11:38:03	1	B	0.569	1	1	4383
Canterbury	Playing Kit - Shirt Front	11:38:13	2	A	0.973	2	1	4393
ΑΝΖ	Playing Kit - Shirt Front	11:38:13	2	A	1.183	2	1	4393
Canterbury	Playing Kit - Shirt Front	11:38:16	1	A	0.973	1	1	4396
ΑΝΖ	Playing Kit - Arm	11:38:13	4	A	0.467	4	1	4393
ΑΝΖ	Playing Kit - Shirt Front	11:38:16	1	A	1.183	1	1	4396
Dulux	LED Sightscreen	11:38:25	2	E	1.278	2	1	4405
Dulux	LED Sign	11:38:24	3	C	0.778	15	5	4404
GJ Gardner	Virtual Grass Sign - End of Wicket	11:38:24	3	A	0.690	3	1	4404
ΑΝΖ	LED Sign - End of Wicket Signage	11:38:24	3	C	0.899	24	8	4404
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:38:24	3	A	0.492	6	2	4404
Gillette	LED Sign - Gillette Venus	11:38:27	2	C	0.605	8	4	4407
KFC	Boundary Rope	11:38:28	1	A	0.640	6	6	4408
Life Direct	Boundary Rope	11:38:28	1	A	0.763	1	1	4408
ΑΝΖ	Boundary Rope	11:38:28	1	E	0.489	8	8	4408
GJ Gardner	Virtual Grass Sign - End of Wicket	11:38:29	6	B	0.690	6	1	4409
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:38:29	6	B	0.492	6	1	4409
Canterbury	Playing Kit - Shirt Front	11:38:35	4	A	0.973	4	1	4415
ΑΝΖ	Playing Kit - Shirt Front	11:38:35	4	A	1.183	4	1	4415
Canterbury	Playing Kit - Shirt Front	11:38:40	2	A	0.973	2	1	4420
ΑΝΖ	Playing Kit - Shirt Front	11:38:40	2	A	1.183	2	1	4420
ΑΝΖ	Playing Kit - Shirt Front	11:38:44	1	A	1.183	1	1	4424
ΑΝΖ	Playing Kit - Shirt Front	11:38:46	3	A	1.183	3	1	4426
ΑΝΖ	Playing Kit - Shirt Front	11:38:50	1	A	1.183	1	1	4430
Ford	Player Kit - Shirt Back	11:38:38	17	A	1.116	17	1	4418
ΑΝΖ	Playing Kit - Arm	11:38:35	20	A	0.467	20	1	4415
ΑΝΖ	Playing Kit - Shirt Front	11:38:54	1	A	1.183	1	1	4434
Canterbury	Playing Kit - Shirt Front	11:39:06	23	D	0.973	23	1	4446
ΑΝΖ	Playing Kit - Shirt Front	11:39:06	23	D	1.183	23	1	4446
ΑΝΖ	Playing Kit - Shirt Front	11:39:30	1	D	1.183	1	1	4470
Canterbury	Playing Kit - Shirt Front	11:39:30	2	D	0.973	2	1	4470
Canterbury	Playing Kit - Shirt Front	11:39:42	1	D	0.973	1	1	4482
ΑΝΖ	Playing Kit - Shirt Front	11:39:42	1	D	1.183	1	1	4482
Dulux	LED Sightscreen	11:39:48	6	A	1.278	6	1	4488
Dulux	Virtual Grass Sign - End of Wicket	11:39:48	6	A	0.802	6	1	4488
GJ Gardner	Virtual Grass Sign - End of Wicket	11:39:48	6	A	0.690	6	1	4488
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:39:48	6	A	0.492	12	2	4488
Canterbury	Playing Kit - Shirt Front	11:39:58	4	A	0.973	4	1	4498
ΑΝΖ	Playing Kit - Shirt Front	11:39:58	4	A	1.183	4	1	4498
ΑΝΖ	Playing Kit - Arm	11:39:58	7	A	0.467	7	1	4498
BRB	LED Sign - Boundary Rd Brewery	11:40:05	13	A	2.770	26	2	4505
KFC	Boundary Rope	11:40:05	13	A	0.640	78	6	4505
Life Direct	Boundary Rope	11:40:05	13	A	0.763	13	1	4505
ΑΝΖ	Boundary Rope	11:40:05	13	E	0.489	104	8	4505
Dulux	Virtual Grass Sign - End of Wicket	11:40:18	1	B	0.802	1	1	4518
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:40:18	1	C	0.492	1	1	4518
KFC	Boundary Rope	11:40:25	1	B	0.640	6	6	4525
Life Direct	Boundary Rope	11:40:25	1	C	0.763	1	1	4525
ΑΝΖ	Boundary Rope	11:40:25	1	B	0.489	8	8	4525
BRB	Grass Sign - Square of Wicket	11:40:26	1	B	2.770	1	1	4526
Ford	Virtual Grass Sign - Square of Wicket	11:40:26	1	C	1.869	1	1	4526
Life Direct	Virtual Grass Sign - Square of Wicket	11:40:26	1	C	0.974	1	1	4526
KFC	Virtual Grass Sign - Square of Wicket	11:40:26	2	C	0.640	2	1	4526
KFC	Boundary Rope	11:40:33	1	A	0.640	6	6	4533
Life Direct	Boundary Rope	11:40:33	1	A	0.763	1	1	4533
ΑΝΖ	Boundary Rope	11:40:33	1	E	0.489	8	8	4533
Canterbury	Playing Kit - Shirt Front	11:40:34	1	A	0.973	1	1	4534
Canterbury	Playing Kit - Shirt Front	11:40:42	1	A	0.973	1	1	4542
ΑΝΖ	Playing Kit - Shirt Front	11:40:34	10	A	1.183	10	1	4534
ΑΝΖ	Playing Kit - Arm	11:40:34	11	A	0.467	11	1	4534
Dulux	Virtual Grass Sign - End of Wicket	11:40:45	4	B	0.802	4	1	4545
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:40:45	4	C	0.492	4	1	4545
BRB	Grass Sign - Square of Wicket	11:40:56	2	B	2.770	2	1	4556
Ford	Virtual Grass Sign - Square of Wicket	11:40:56	2	C	1.869	2	1	4556
KFC	Virtual Grass Sign - Square of Wicket	11:40:56	2	C	0.640	2	1	4556
Life Direct	Virtual Grass Sign - Square of Wicket	11:40:56	2	C	0.974	2	1	4556
ΑΝΖ	Playing Kit - Arm	11:40:59	4	A	0.467	4	1	4559
Canterbury	Playing Kit - Shirt Front	11:40:59	5	A	0.973	5	1	4559
ΑΝΖ	Playing Kit - Shirt Front	11:40:59	5	A	1.183	5	1	4559
Ford	Player Kit - Shirt Back	11:41:04	1	A	1.116	1	1	4564
ΑΝΖ	Playing Kit - Shirt Front	11:41:07	2	A	1.183	2	1	4567
Canterbury	Playing Kit - Shirt Front	11:41:07	5	A	0.973	5	1	4567
Powerade	Drinks Box	11:41:09	3	B	3.377	3	1	4569
Powerade	Drinks Table	11:41:09	3	A	3.835	3	1	4569
ΑΝΖ	Playing Kit - Arm	11:41:12	3	A	0.467	3	1	4572
Dulux	LED Sightscreen	11:41:18	2	E	1.278	2	1	4578
Dulux	LED Sign	11:41:18	2	C	0.778	10	5	4578
GJ Gardner	Virtual Grass Sign - End of Wicket	11:41:18	2	A	0.690	2	1	4578
ΑΝΖ	LED Sign - End of Wicket Signage	11:41:18	2	C	0.899	16	8	4578
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:41:18	2	A	0.492	4	2	4578
KFC	Virtual Grass Sign - Square of Wicket	11:41:20	2	B	0.640	2	1	4580
ΑΝΖ	Playing Kit - Arm	11:41:22	2	A	0.467	2	1	4582
Canterbury	Playing Kit - Shirt Front	11:41:22	5	A	0.973	5	1	4582
ΑΝΖ	Playing Kit - Arm	11:41:25	2	A	0.467	2	1	4585
ΑΝΖ	Playing Kit - Shirt Front	11:41:22	5	A	1.183	5	1	4582
KFC	Virtual Grass Sign - Square of Wicket	11:41:39	14	B	0.640	14	1	4599
Dulux	LED Sign	11:41:53	3	A	0.778	6	2	4613
Dulux	Stumps	11:41:53	3	A	0.587	9	3	4613
KFC	Boundary Rope	11:41:53	3	A	0.640	18	6	4613
Life Direct	Boundary Rope	11:41:53	3	A	0.763	3	1	4613
ΑΝΖ	Boundary Rope	11:41:53	3	E	0.489	24	8	4613
ΑΝΖ	Playing Kit - Shirt Front	11:42:01	3	A	1.183	3	1	4621
Canterbury	Playing Kit - Shirt Front	11:42:01	7	A	0.973	7	1	4621
ΑΝΖ	Playing Kit - Arm	11:42:01	7	A	0.467	7	1	4621
ΑΝΖ	Playing Kit - Shirt Front	11:42:06	2	A	1.183	2	1	4626
Dulux	Stumps	11:42:12	2	D	0.587	6	3	4632
ΑΝΖ	Playing Kit - Arm	11:42:14	1	A	0.467	1	1	4634
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:42:16	1	C	0.492	1	1	4636
Dulux	Virtual Grass Sign - End of Wicket	11:42:16	2	B	0.802	2	1	4636
BRB	Grass Sign - Square of Wicket	11:42:22	1	A	2.770	1	1	4642
Ford	Virtual Grass Sign - Square of Wicket	11:42:22	1	A	1.869	1	1	4642
Life Direct	Virtual Grass Sign - Square of Wicket	11:42:22	1	D	0.974	1	1	4642
KFC	Virtual Grass Sign - Square of Wicket	11:42:22	2	A	0.640	2	1	4642
Canterbury	Playing Kit - Shirt Front	11:42:24	2	A	0.973	2	1	4644
ΑΝΖ	Playing Kit - Shirt Front	11:42:24	2	A	1.183	2	1	4644
Canterbury	Playing Kit - Shirt Front	11:42:30	2	A	0.973	2	1	4650
ΑΝΖ	Playing Kit - Arm	11:42:30	2	A	0.467	2	1	4650
ΑΝΖ	Playing Kit - Shirt Front	11:42:30	2	A	1.183	2	1	4650
GJ Gardner	Virtual Grass Sign - End of Wicket	11:42:32	1	B	0.690	1	1	4652
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:42:32	1	C	0.492	1	1	4652
Dulux	LED Sign	11:42:38	1	A	0.778	2	2	4658
KFC	Boundary Rope	11:42:38	1	A	0.640	6	6	4658
Life Direct	Boundary Rope	11:42:38	1	A	0.763	1	1	4658
ΑΝΖ	Boundary Rope	11:42:38	1	A	0.489	8	8	4658
BRB	Grass Sign - Square of Wicket	11:42:41	1	C	2.770	1	1	4661
Canterbury	Playing Kit - Pants	11:42:45	3	E	0.973	3	1	4665
Canterbury	Playing Kit - Shirt Front	11:42:45	3	A	0.973	3	1	4665
Powerade	Drinks Box	11:42:45	3	B	3.377	3	1	4665
Powerade	Drinks Table	11:42:45	3	A	3.835	3	1	4665
Ford	Player Kit - Shirt Back	11:42:52	5	A	1.116	5	1	4672
Dulux	Stumps	11:42:48	15	A	0.587	45	3	4668
ΑΝΖ	LED Sight Screen	11:43:13	13	A	1.002	13	1	4693
Dulux	Virtual Grass Sign - End of Wicket	11:43:13	16	A	0.802	16	1	4693
GJ Gardner	Virtual Grass Sign - End of Wicket	11:43:13	16	A	0.690	16	1	4693
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:43:13	16	A	0.492	32	2	4693
Canterbury	Playing Kit - Shirt Front	11:43:36	2	A	0.973	2	1	4716
ΑΝΖ	Playing Kit - Arm	11:43:35	3	A	0.467	3	1	4715
ΑΝΖ	Playing Kit - Shirt Front	11:43:35	3	A	1.183	3	1	4715
Dulux	Virtual Grass Sign - End of Wicket	11:43:39	6	A	0.802	6	1	4719
GJ Gardner	Virtual Grass Sign - End of Wicket	11:43:39	6	E	0.690	6	1	4719
ΑΝΖ	LED Sight Screen	11:43:39	6	A	1.002	6	1	4719
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:43:39	6	E	0.492	12	2	4719
GJ Gardner	Virtual Grass Sign - End of Wicket	11:43:47	1	B	0.690	1	1	4727
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:43:47	1	C	0.492	1	1	4727
BRB	Grass Sign - Square of Wicket	11:43:50	3	C	2.770	3	1	4730
Canterbury	Playing Kit - Shirt Front	11:43:55	4	A	0.973	4	1	4735
ΑΝΖ	Playing Kit - Arm	11:43:53	7	A	0.467	7	1	4733
ΑΝΖ	Playing Kit - Shirt Front	11:43:55	5	A	1.183	5	1	4735
Pals	LED Sign	11:44:05	1	E	0.439	5	5	4745
Dulux	LED Sightscreen	11:44:14	7	E	1.278	7	1	4754
Dulux	Virtual Grass Sign - End of Wicket	11:44:11	10	D	0.802	10	1	4751
GJ Gardner	Virtual Grass Sign - End of Wicket	11:44:10	11	B	0.690	11	1	4750
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:44:10	11	C	0.492	11	1	4750
Dulux	LED Sign	11:44:42	1	E	0.778	2	2	4782
ΑΝΖ	Playing Kit - Arm	11:44:42	1	A	0.467	1	1	4782
Dulux	LED Sign	11:44:47	1	C	0.778	5	5	4787
GJ Gardner	Virtual Grass Sign - End of Wicket	11:44:45	3	B	0.690	3	1	4785
ΑΝΖ	LED Sign - End of Wicket Signage	11:44:47	1	C	0.899	8	8	4787
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:44:45	3	C	0.492	4	1.333	4785
ΑΝΖ	Playing Kit - Arm	11:44:48	1	A	0.467	1	1	4788
Ford	Player Kit - Shirt Back	11:44:48	2	A	1.116	2	1	4788
BRB	Grass Sign - Square of Wicket	11:44:50	9	B	2.770	9	1	4790
Ford	Virtual Grass Sign - Square of Wicket	11:44:50	9	C	1.869	9	1	4790
KFC	Virtual Grass Sign - Square of Wicket	11:44:50	9	C	0.640	9	1	4790
Life Direct	Virtual Grass Sign - Square of Wicket	11:44:50	9	C	0.974	9	1	4790
Ford	Player Kit - Shirt Back	11:45:01	2	B	1.116	2	1	4801
Dulux	LED Sightscreen	11:45:04	9	A	1.278	9	1	4804
Dulux	Virtual Grass Sign - End of Wicket	11:45:04	9	A	0.802	9	1	4804
GJ Gardner	Virtual Grass Sign - End of Wicket	11:45:04	9	A	0.690	9	1	4804
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:45:04	9	A	0.492	18	2	4804
Canterbury	Playing Kit - Shirt Front	11:45:13	4	A	0.973	4	1	4813
Dulux	LED Sign	11:45:15	2	A	0.778	2	1	4815
Dulux	Stumps	11:45:15	2	A	0.587	6	3	4815
KFC	Boundary Rope	11:45:15	2	A	0.640	12	6	4815
Life Direct	Boundary Rope	11:45:15	2	A	0.763	2	1	4815
ΑΝΖ	Boundary Rope	11:45:15	2	E	0.489	16	8	4815
ΑΝΖ	Playing Kit - Arm	11:45:13	4	A	0.467	4	1	4813
ΑΝΖ	Playing Kit - Shirt Front	11:45:13	4	A	1.183	4	1	4813
ΑΝΖ	Playing Kit - Arm	11:45:23	1	A	0.467	1	1	4823
Dulux	LED Sightscreen	11:45:24	7	E	1.278	7	1	4824
Dulux	Virtual Grass Sign - End of Wicket	11:45:24	7	A	0.802	7	1	4824
GJ Gardner	Virtual Grass Sign - End of Wicket	11:45:24	7	E	0.690	7	1	4824
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:45:24	7	E	0.492	14	2	4824
Canterbury	Playing Kit - Shirt Front	11:45:47	4	A	0.973	4	1	4847
Dulux	LED Sign	11:45:49	4	E	0.778	8	2	4849
ΑΝΖ	Playing Kit - Arm	11:45:47	6	A	0.467	6	1	4847
ΑΝΖ	Playing Kit - Shirt Front	11:45:47	6	A	1.183	6	1	4847
Dulux	Virtual Grass Sign - End of Wicket	11:45:53	7	A	0.802	7	1	4853
GJ Gardner	Virtual Grass Sign - End of Wicket	11:45:53	7	E	0.690	7	1	4853
ΑΝΖ	LED Sight Screen	11:45:53	7	A	1.002	7	1	4853
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:45:53	7	E	0.492	14	2	4853
KFC	Virtual Grass Sign - Square of Wicket	11:46:07	1	B	0.640	1	1	4867
KFC	Boundary Rope	11:46:11	1	B	0.640	2	2	4871
ΑΝΖ	Boundary Rope	11:46:11	1	B	0.489	2	2	4871
Canterbury	Playing Kit - Shirt Front	11:46:12	8	A	0.973	8	1	4872
ΑΝΖ	Playing Kit - Shirt Front	11:46:12	8	A	1.183	8	1	4872
GJ Gardner	Virtual Grass Sign - End of Wicket	11:46:27	1	B	0.690	1	1	4887
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:46:27	1	C	0.492	1	1	4887
Ford	Player Kit - Shirt Back	11:46:33	1	C	1.116	1	1	4893
Ford	Player Kit - Shirt Back	11:46:37	1	D	0.935	2	2	4897
GJ Gardner	LED Sign - Homes	11:46:38	2	A	4.343	2	1	4898
GJ Gardner	LED Sign - Homes	11:46:41	2	A	4.343	2	1	4901
Dulux	TVGI Series Logo	11:47:07	14	C	0.815	14	1	4927
Dulux	TVGI Series Text	11:47:05	17	B	0.467	17	1	4925
Canterbury	Playing Kit - Shirt Front	11:47:34	2	A	0.973	2	1	4954
ΑΝΖ	Playing Kit - Arm	11:47:34	2	A	0.467	2	1	4954
ΑΝΖ	Playing Kit - Shirt Front	11:47:35	1	A	1.183	1	1	4955
Dulux	LED Sign	11:47:49	1	D	0.778	5	5	4969
GJ Gardner	Umpire Jersey Front - Homes	11:47:54	2	A	1.098	2	1	4974
NZC	Umpire Cap	11:47:54	2	C	1.546	2	1	4974
NZC	Umpire Jersey Front	11:47:54	2	A	0.569	2	1	4974
ΑΝΖ	Playing Kit - Arm	11:48:02	1	A	0.467	1	1	4982
GJ Gardner	LED Sightscreen	11:48:03	3	B	1.002	3	1	4983
GJ Gardner	Virtual Grass Sign - End of Wicket	11:48:03	3	E	0.690	3	1	4983
Dulux	Virtual Grass Sign - End of Wicket	11:48:03	5	B	0.802	5	1	4983
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:48:03	5	E	0.492	8	1.600	4983
KFC	Virtual Grass Sign - Square of Wicket	11:48:13	2	B	0.640	2	1	4993
KFC	Boundary Rope	11:48:15	1	A	0.640	6	6	4995
Life Direct	Boundary Rope	11:48:15	1	A	0.763	1	1	4995
ΑΝΖ	Boundary Rope	11:48:15	1	E	0.489	8	8	4995
KFC	Virtual Grass Sign - Square of Wicket	11:48:16	3	E	0.640	3	1	4996
ΑΝΖ	Playing Kit - Shirt Front	11:48:23	3	D	1.183	3	1	5003
Canterbury	Playing Kit - Shirt Front	11:48:23	4	C	0.973	4	1	5003
Dulux	LED Sign	11:48:36	4	A	0.778	4	1	5016
ΑΝΖ	Playing Kit - Arm	11:48:23	17	A	0.467	17	1	5003
Dulux	Virtual Grass Sign - End of Wicket	11:48:40	3	B	0.802	3	1	5020
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:48:40	3	C	0.492	3	1	5020
Dulux	Virtual Grass Sign - End of Wicket	11:48:45	1	B	0.802	1	1	5025
Canterbury	Playing Kit - Shirt Front	11:48:48	1	A	0.973	1	1	5028
ΑΝΖ	Playing Kit - Shirt Front	11:48:48	1	A	1.183	1	1	5028
BRB	Grass Sign - Square of Wicket	11:48:49	5	A	2.770	5	1	5029
Ford	Virtual Grass Sign - Square of Wicket	11:48:50	4	C	1.869	4	1	5030
KFC	Virtual Grass Sign - Square of Wicket	11:48:49	5	A	0.640	5	1	5029
Life Direct	Virtual Grass Sign - Square of Wicket	11:48:49	5	D	0.974	5	1	5029
Canterbury	Playing Kit - Shirt Front	11:49:01	2	A	0.973	2	1	5041
ΑΝΖ	Playing Kit - Arm	11:49:01	2	A	0.467	2	1	5041
ΑΝΖ	Playing Kit - Shirt Front	11:49:01	3	A	1.183	3	1	5041
Canterbury	Playing Kit - Shirt Front	11:49:06	7	A	0.973	7	1	5046
ΑΝΖ	Playing Kit - Shirt Front	11:49:05	8	A	1.183	8	1	5045
ΑΝΖ	Playing Kit - Arm	11:49:06	12	A	0.467	12	1	5046
Dulux	Virtual Grass Sign - End of Wicket	11:49:21	1	C	0.802	1	1	5061
Ford	Virtual Grass Sign - Square of Wicket	11:49:24	1	D	1.869	1	1	5064
BRB	Grass Sign - Square of Wicket	11:49:24	7	A	2.770	7	1	5064
ΑΝΖ	Playing Kit - Arm	11:49:37	2	A	0.467	2	1	5077
ΑΝΖ	Playing Kit - Shirt Front	11:49:37	2	A	1.183	2	1	5077
KFC	Boundary Rope	11:49:41	2	D	0.640	12	6	5081
Oral B	LED Sign	11:49:40	3	D	2.011	3	1	5080
ΑΝΖ	Boundary Rope	11:49:41	2	E	0.489	16	8	5081
ΑΝΖ	Playing Kit - Arm	11:49:40	3	A	0.467	3	1	5080
ΑΝΖ	Playing Kit - Shirt Front	11:49:40	3	A	1.183	3	1	5080
GJ Gardner	Virtual Grass Sign - End of Wicket	11:49:43	2	A	0.690	2	1	5083
ΑΝΖ	LED Sight Screen	11:49:43	2	A	1.002	2	1	5083
Dulux	Virtual Grass Sign - End of Wicket	11:49:43	4	A	0.802	4	1	5083
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:49:43	4	A	0.492	6	1.500	5083
Dulux	Virtual Grass Sign - End of Wicket	11:49:48	1	B	0.802	1	1	5088
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:49:48	1	C	0.492	1	1	5088
Dulux	LED Sign	11:49:49	2	A	0.778	4	2	5089
ΑΝΖ	LED Sign - End of Wicket Signage	11:49:49	2	C	0.899	2	1	5089
Canterbury	Playing Kit - Shirt Front	11:49:54	2	A	0.973	2	1	5094
ΑΝΖ	Playing Kit - Shirt Front	11:49:54	4	A	1.183	4	1	5094
ΑΝΖ	Playing Kit - Arm	11:49:54	6	A	0.467	6	1	5094
Dulux	Virtual Grass Sign - End of Wicket	11:50:05	1	B	0.802	1	1	5105
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:50:05	1	C	0.492	1	1	5105
KFC	Virtual Grass Sign - Square of Wicket	11:50:09	1	B	0.640	1	1	5109
BRB	Grass Sign - Square of Wicket	11:50:25	2	B	2.770	2	1	5125
KFC	Virtual Grass Sign - Square of Wicket	11:50:24	3	B	0.640	3	1	5124
Dulux	Virtual Grass Sign - End of Wicket	11:50:28	1	B	0.802	1	1	5128
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:50:28	1	C	0.492	1	1	5128
Dulux	Virtual Grass Sign - End of Wicket	11:50:32	2	B	0.802	2	1	5132
Dulux	LED Sign	11:50:34	1	C	0.778	5	5	5134
GJ Gardner	Virtual Grass Sign - End of Wicket	11:50:34	1	A	0.690	1	1	5134
ΑΝΖ	LED Sign - End of Wicket Signage	11:50:34	1	C	0.899	8	8	5134
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:50:32	3	C	0.492	4	1.333	5132
Dulux	LED Sign	11:50:43	4	A	0.778	8	2	5143
KFC	Boundary Rope	11:50:43	4	A	0.640	24	6	5143
Life Direct	Boundary Rope	11:50:43	4	A	0.763	4	1	5143
ΑΝΖ	Boundary Rope	11:50:43	4	E	0.489	32	8	5143
Ford	LED Sign	11:50:47	2	D	0.935	6	3	5147
ΑΝΖ	Playing Kit - Shirt Front	11:50:45	6	D	1.183	6	1	5145
Canterbury	Playing Kit - Shirt Front	11:50:45	10	C	0.973	10	1	5145
Ford	Player Kit - Shirt Back	11:50:45	10	B	1.116	10	1	5145
ΑΝΖ	Playing Kit - Arm	11:50:45	10	A	0.467	10	1	5145
ΑΝΖ	Playing Kit - Shirt Front	11:50:52	3	A	1.183	3	1	5152
Dulux	TVGI Series Text	11:51:25	13	B	0.467	13	1	5185
GJ Gardner	Virtual Grass Sign - End of Wicket	11:51:49	2	B	0.690	2	1	5209
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:51:49	2	C	0.492	2	1	5209
Dulux	LED Sign	11:51:53	2	C	0.778	10	5	5213
GJ Gardner	Virtual Grass Sign - End of Wicket	11:51:52	3	B	0.690	3	1	5212
ΑΝΖ	LED Sight Screen	11:51:54	1	A	1.002	1	1	5214
ΑΝΖ	LED Sign - End of Wicket Signage	11:51:53	2	C	0.899	16	8	5213
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:51:52	3	C	0.492	5	1.667	5212
Canterbury	Playing Kit - Shirt Front	11:51:55	1	A	0.973	1	1	5215
Ford	LED Sign	11:51:55	1	D	0.935	3	3	5215
KFC	Boundary Rope	11:51:55	1	A	0.640	6	6	5215
Life Direct	Boundary Rope	11:51:55	1	A	0.763	1	1	5215
ΑΝΖ	Boundary Rope	11:51:55	1	E	0.489	8	8	5215
