Brand	Location	Time the brand is at screen	Duration	Screen Location	Screen Size %	Total Hits	Average Hits	Sequence Frame Number
ΑΝΖ	Playing Kit - Arm	11:51:55	1	A	0.467	1	1	5215
ΑΝΖ	Playing Kit - Shirt Front	11:51:55	1	A	1.183	1	1	5215
BRB	Grass Sign - Square of Wicket	11:51:56	3	B	2.770	3	1	5216
GJ Gardner	Virtual Grass Sign - End of Wicket	11:52:23	2	B	0.690	2	1	5243
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:52:23	2	C	0.492	2	1	5243
Dulux	LED Sign	11:52:27	1	C	0.778	5	5	5247
GJ Gardner	Virtual Grass Sign - End of Wicket	11:52:26	2	B	0.690	2	1	5246
ΑΝΖ	LED Sign - End of Wicket Signage	11:52:27	1	C	0.899	8	8	5247
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:52:26	2	C	0.492	3	1.500	5246
Canterbury	Playing Kit - Shirt Front	11:52:36	4	A	0.973	4	1	5256
ΑΝΖ	Playing Kit - Shirt Front	11:52:36	4	A	1.183	4	1	5256
Dulux	LED Sign	11:52:36	8	E	0.778	16	2	5256
ΑΝΖ	Playing Kit - Arm	11:52:36	8	A	0.467	8	1	5256
GJ Gardner	Virtual Grass Sign - End of Wicket	11:52:44	1	B	0.690	1	1	5264
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:52:44	1	C	0.492	1	1	5264
Dulux	Virtual Grass Sign - End of Wicket	11:52:47	2	A	0.802	2	1	5267
GJ Gardner	Virtual Grass Sign - End of Wicket	11:52:46	3	B	0.690	3	1	5266
ΑΝΖ	LED Sight Screen	11:52:47	2	A	1.002	2	1	5267
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:52:46	3	C	0.492	5	1.667	5266
GJ Gardner	Virtual Grass Sign - End of Wicket	11:53:05	1	B	0.690	1	1	5285
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:53:05	1	C	0.492	1	1	5285
Dulux	LED Sightscreen	11:53:08	2	E	1.278	2	1	5288
GJ Gardner	Virtual Grass Sign - End of Wicket	11:53:07	3	B	0.690	3	1	5287
ΑΝΖ	LED Sign - End of Wicket Signage	11:53:08	2	C	0.899	16	8	5288
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:53:07	3	C	0.492	5	1.667	5287
Dulux	LED Sign	11:53:08	3	C	0.778	15	5	5288
KFC	Boundary Rope	11:53:13	2	A	0.640	12	6	5293
Life Direct	Boundary Rope	11:53:13	2	A	0.763	2	1	5293
Pals	LED Sign	11:53:13	2	B	0.439	6	3	5293
ΑΝΖ	Boundary Rope	11:53:13	2	E	0.489	16	8	5293
Dulux	LED Sign	11:53:28	1	B	0.778	2	2	5308
ΑΝΖ	LED Sign - End of Wicket Signage	11:53:28	1	B	0.899	3	3	5308
Dulux	Virtual Grass Sign - End of Wicket	11:53:35	5	A	0.802	5	1	5315
GJ Gardner	Virtual Grass Sign - End of Wicket	11:53:35	5	E	0.690	5	1	5315
ΑΝΖ	LED Sight Screen	11:53:35	5	A	1.002	5	1	5315
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:53:35	5	E	0.492	10	2	5315
ΑΝΖ	Playing Kit - Shirt Front	11:53:40	1	A	1.183	1	1	5320
Canterbury	Playing Kit - Shirt Front	11:53:45	1	A	0.973	1	1	5325
ΑΝΖ	Playing Kit - Arm	11:53:40	6	A	0.467	6	1	5320
ΑΝΖ	Playing Kit - Shirt Front	11:53:45	1	A	1.183	1	1	5325
NZC	Umpire Jersey Front	11:53:48	2	E	0.569	2	1	5328
NZC	Umpire Jersey Front	11:53:51	1	E	0.569	1	1	5331
Dulux	Virtual Grass Sign - End of Wicket	11:53:53	4	C	0.802	4	1	5333
GJ Gardner	Virtual Grass Sign - End of Wicket	11:53:53	4	D	0.690	4	1	5333
ΑΝΖ	LED Sight Screen	11:53:53	4	C	1.002	4	1	5333
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:53:53	4	D	0.492	8	2	5333
Dulux	LED Sign	11:53:59	1	C	0.778	5	5	5339
GJ Gardner	Virtual Grass Sign - End of Wicket	11:53:59	1	A	0.690	1	1	5339
ΑΝΖ	LED Sign - End of Wicket Signage	11:53:59	1	C	0.899	8	8	5339
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:53:59	1	A	0.492	2	2	5339
BRB	Grass Sign - Square of Wicket	11:54:00	5	C	2.770	5	1	5340
ΑΝΖ	Playing Kit - Shirt Front	11:54:07	1	A	1.183	1	1	5347
ΑΝΖ	Playing Kit - Arm	11:54:07	6	A	0.467	6	1	5347
GJ Gardner	Virtual Grass Sign - End of Wicket	11:54:16	2	B	0.690	2	1	5356
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:54:16	2	C	0.492	2	1	5356
NZC	Umpire Jersey Front	11:54:18	4	A	0.569	4	1	5358
NZC	Umpire Jersey Front	11:54:23	4	A	0.569	4	1	5363
Canterbury	Playing Kit - Shirt Front	11:54:27	2	A	0.973	2	1	5367
ΑΝΖ	Playing Kit - Arm	11:54:27	2	A	0.467	2	1	5367
ΑΝΖ	Playing Kit - Shirt Front	11:54:27	2	A	1.183	2	1	5367
Ford	Player Kit - Shirt Back	11:54:28	7	B	1.116	7	1	5368
ΑΝΖ	Playing Kit - Arm	11:54:30	5	D	0.467	5	1	5370
ΑΝΖ	Playing Kit - Shirt Front	11:54:31	4	A	1.183	4	1	5371
KFC	Virtual Grass Sign - Square of Wicket	11:54:35	6	C	0.640	6	1	5375
Dulux	Virtual Grass Sign - End of Wicket	11:55:15	1	B	0.802	1	1	5415
Dulux	LED Sightscreen	11:55:18	2	E	1.278	2	1	5418
GJ Gardner	Virtual Grass Sign - End of Wicket	11:55:16	4	A	0.690	4	1	5416
ΑΝΖ	LED Sign - End of Wicket Signage	11:55:16	4	C	0.899	32	8	5416
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:55:15	5	C	0.492	9	1.800	5415
Dulux	LED Sign	11:55:16	5	C	0.778	22	4.400	5416
KFC	Boundary Rope	11:55:20	1	A	0.640	6	6	5420
KFC	LED Sign - KFC Delivers	11:55:20	1	B	1.186	1	1	5420
Life Direct	Boundary Rope	11:55:20	1	A	0.763	1	1	5420
ΑΝΖ	Boundary Rope	11:55:20	1	E	0.489	8	8	5420
KFC	Boundary Rope	11:55:24	1	A	0.640	6	6	5424
Life Direct	Boundary Rope	11:55:24	1	A	0.763	1	1	5424
ΑΝΖ	Boundary Rope	11:55:24	1	E	0.489	8	8	5424
GJ Gardner	Umpire Jersey Front - Homes	11:55:25	3	A	1.098	3	1	5425
NZC	Umpire Cap	11:55:25	3	C	1.546	3	1	5425
NZC	Umpire Jersey Front	11:55:25	3	A	0.569	3	1	5425
ΑΝΖ	Playing Kit - Arm	11:55:29	2	A	0.467	2	1	5429
Canterbury	Playing Kit - Shirt Front	11:55:30	3	A	0.973	3	1	5430
ΑΝΖ	Playing Kit - Shirt Front	11:55:29	4	A	1.183	4	1	5429
KFC	LED Sign - GET THE APP	11:55:35	4	A	1.186	10	2.500	5435
Dulux	Stumps	11:55:51	2	A	0.587	6	3	5451
ΑΝΖ	Playing Kit - Arm	11:55:52	1	C	0.467	1	1	5452
ΑΝΖ	Playing Kit - Shirt Front	11:55:52	1	A	1.183	1	1	5452
Dulux	Virtual Grass Sign - End of Wicket	11:55:53	1	B	0.802	1	1	5453
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:55:53	1	C	0.492	1	1	5453
Dulux	Virtual Grass Sign - End of Wicket	11:55:55	4	B	0.802	4	1	5455
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:55:55	4	C	0.492	4	1	5455
Canterbury	Playing Kit - Shirt Front	11:56:05	2	A	0.973	2	1	5465
Canterbury	Playing Kit - Shirt Front	11:56:09	1	A	0.973	1	1	5469
ΑΝΖ	Playing Kit - Shirt Front	11:56:05	6	A	1.183	6	1	5465
Dulux	LED Sign	11:56:11	1	A	0.778	2	2	5471
ΑΝΖ	Playing Kit - Arm	11:56:05	7	A	0.467	7	1	5465
GJ Gardner	Virtual Grass Sign - End of Wicket	11:56:18	1	A	0.690	1	1	5478
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:56:18	1	A	0.492	2	2	5478
Dulux	LED Sign	11:56:18	13	C	0.778	65	5	5478
GJ Gardner	LED Sightscreen	11:56:25	6	C	1.278	6	1	5485
ΑΝΖ	LED Sign - End of Wicket Signage	11:56:18	13	C	0.899	56	4.308	5478
Dulux	Virtual Grass Sign - End of Wicket	11:56:56	3	B	0.802	3	1	5516
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:56:56	3	C	0.492	3	1	5516
KFC	Boundary Rope	11:57:03	2	A	0.640	12	6	5523
Life Direct	Boundary Rope	11:57:03	2	A	0.763	2	1	5523
ΑΝΖ	Boundary Rope	11:57:03	2	E	0.489	16	8	5523
BRB	Grass Sign - Square of Wicket	11:57:05	2	B	2.770	2	1	5525
Ford	Virtual Grass Sign - Square of Wicket	11:57:05	2	C	1.869	2	1	5525
Life Direct	Virtual Grass Sign - Square of Wicket	11:57:05	2	C	0.974	2	1	5525
KFC	Virtual Grass Sign - Square of Wicket	11:57:05	3	C	0.640	3	1	5525
KFC	Boundary Rope	11:57:08	7	E	0.640	37	5.286	5528
Life Direct	Boundary Rope	11:57:08	7	E	0.763	7	1	5528
ΑΝΖ	Boundary Rope	11:57:09	6	E	0.489	43	7.167	5529
Canterbury	Playing Kit - Shirt Front	11:57:15	2	A	0.973	2	1	5535
Canterbury	Playing Kit - Shirt Front	11:57:18	3	A	0.973	3	1	5538
Canterbury	Playing Kit - Shirt Front	11:57:22	1	A	0.973	1	1	5542
ΑΝΖ	Playing Kit - Arm	11:57:15	8	A	0.467	8	1	5535
ΑΝΖ	Playing Kit - Shirt Front	11:57:15	8	A	1.183	8	1	5535
Dulux	Virtual Grass Sign - End of Wicket	11:57:23	7	A	0.802	7	1	5543
GJ Gardner	Virtual Grass Sign - End of Wicket	11:57:23	7	A	0.690	7	1	5543
ΑΝΖ	LED Sight Screen	11:57:23	7	A	1.002	7	1	5543
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:57:23	7	A	0.492	14	2	5543
GJ Gardner	Umpire Jersey Back	11:57:35	1	B	1.098	1	1	5555
GJ Gardner	Umpire Jersey Back - Homes	11:57:35	1	E	1.098	1	1	5555
ΑΝΖ	Playing Kit - Arm	11:57:35	1	A	0.467	1	1	5555
Canterbury	Playing Kit - Shirt Front	11:57:35	2	A	0.973	2	1	5555
ΑΝΖ	Playing Kit - Shirt Front	11:57:35	2	A	1.183	2	1	5555
BRB	Grass Sign - Square of Wicket	11:57:37	2	A	2.770	2	1	5557
Canterbury	Playing Kit - Shirt Front	11:57:45	3	A	0.973	3	1	5565
Canterbury	Playing Kit - Shirt Front	11:57:49	5	A	0.973	5	1	5569
Ford	Player Kit - Shirt Back	11:57:47	7	A	1.116	7	1	5567
ΑΝΖ	Playing Kit - Arm	11:57:44	10	B	0.467	10	1	5564
ΑΝΖ	Playing Kit - Shirt Front	11:57:44	10	E	1.183	10	1	5564
NZC	Umpire Jersey Front	11:58:31	1	B	0.569	1	1	5611
Dulux	Virtual Grass Sign - End of Wicket	11:58:35	2	A	0.802	2	1	5615
GJ Gardner	Virtual Grass Sign - End of Wicket	11:58:34	3	B	0.690	3	1	5614
ΑΝΖ	LED Sight Screen	11:58:35	2	A	1.002	2	1	5615
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:58:34	3	C	0.492	5	1.667	5614
BRB	Grass Sign - Square of Wicket	11:58:37	1	C	2.770	1	1	5617
GJ Gardner	Umpire Jersey Front - Homes	11:58:48	5	A	1.098	5	1	5628
NZC	Umpire Cap	11:58:48	5	C	1.546	5	1	5628
NZC	Umpire Jersey Front	11:58:48	5	A	0.569	5	1	5628
Dulux	Stumps	11:58:54	7	A	0.587	21	3	5634
KFC	Boundary Rope	11:58:54	7	A	0.640	42	6	5634
Life Direct	Boundary Rope	11:58:54	7	A	0.763	7	1	5634
ΑΝΖ	Boundary Rope	11:58:54	7	E	0.489	56	8	5634
Life Direct	Virtual Grass Sign - Square of Wicket	11:59:02	3	C	0.974	3	1	5642
Ford	Virtual Grass Sign - Square of Wicket	11:59:02	4	C	1.869	4	1	5642
KFC	Virtual Grass Sign - Square of Wicket	11:59:02	4	C	0.640	4	1	5642
BRB	Grass Sign - Square of Wicket	11:59:02	5	B	2.770	5	1	5642
KFC	Virtual Grass Sign - Square of Wicket	11:59:23	1	A	0.640	1	1	5663
Ford	Virtual Grass Sign - Square of Wicket	11:59:23	4	A	1.869	4	1	5663
BRB	Grass Sign - Square of Wicket	11:59:23	7	A	2.770	7	1	5663
GJ Gardner	Giant Screen - Decision Pending	11:59:38	8	C	1.487	8	1	5678
Dulux	LED Sign	12:00:00	2	C	0.778	10	5	5700
GJ Gardner	Virtual Grass Sign - End of Wicket	11:59:56	6	B	0.690	6	1	5696
ΑΝΖ	LED Sign - End of Wicket Signage	12:00:00	2	C	0.899	16	8	5700
ΑΝΖ	Virtual Grass Sign - End of Wicket	11:59:56	6	B	0.492	8	1.333	5696
Ford	LED Sign	12:00:02	1	D	0.935	3	3	5702
Dulux	LED Sign	12:00:11	3	A	0.778	6	2	5711
Gillette	LED Sign - Gillette Venus	12:00:11	3	B	1.258	3	1	5711
Canterbury	Training Kit - Shirt Front	12:00:14	5	D	0.973	5	1	5714
ΑΝΖ	Training Kit - Cap	12:00:14	5	C	1.041	5	1	5714
Dulux	LED Sign	12:00:19	1	A	0.778	2	2	5719
Gillette	LED Sign - Gillette Venus	12:00:19	1	B	0.923	1	1	5719
GJ Gardner	Virtual Grass Sign - End of Wicket	12:00:20	2	B	0.690	2	1	5720
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:00:20	2	C	0.492	2	1	5720
Dulux	LED Sign	12:00:24	1	C	0.778	5	5	5724
GJ Gardner	Virtual Grass Sign - End of Wicket	12:00:23	2	B	0.690	2	1	5723
ΑΝΖ	LED Sight Screen	12:00:24	1	B	1.002	1	1	5724
ΑΝΖ	LED Sign - End of Wicket Signage	12:00:24	1	C	0.899	8	8	5724
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:00:23	2	C	0.492	3	1.500	5723
Dulux	Virtual Grass Sign - End of Wicket	12:00:28	2	A	0.802	2	1	5728
GJ Gardner	Virtual Grass Sign - End of Wicket	12:00:28	2	E	0.690	2	1	5728
ΑΝΖ	LED Sight Screen	12:00:28	2	A	1.002	2	1	5728
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:00:28	2	E	0.492	4	2	5728
KFC	Boundary Rope	12:00:30	1	A	0.640	6	6	5730
Life Direct	Boundary Rope	12:00:30	1	A	0.763	1	1	5730
ΑΝΖ	Boundary Rope	12:00:30	1	E	0.489	8	8	5730
ΑΝΖ	LED Sight Screen	12:00:31	6	A	1.002	6	1	5731
Dulux	Virtual Grass Sign - End of Wicket	12:00:31	7	A	0.802	7	1	5731
GJ Gardner	Virtual Grass Sign - End of Wicket	12:00:31	7	E	0.690	7	1	5731
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:00:31	7	E	0.492	14	2	5731
KFC	Boundary Rope	12:00:38	4	C	0.640	20	6	5738
Life Direct	Boundary Rope	12:00:39	3	A	0.763	3	1	5739
ΑΝΖ	Boundary Rope	12:00:38	4	B	0.489	26	6.500	5738
ΑΝΖ	Playing Kit - Arm	12:00:42	5	A	0.467	5	1	5742
ΑΝΖ	Playing Kit - Shirt Front	12:00:42	7	A	1.183	7	1	5742
NZC	Umpire Jersey Front	12:00:54	2	B	0.569	2	1	5754
Dulux	Virtual Grass Sign - End of Wicket	12:00:57	4	A	0.802	4	1	5757
GJ Gardner	LED Sightscreen	12:00:57	4	A	1.002	4	1	5757
GJ Gardner	Virtual Grass Sign - End of Wicket	12:00:57	4	A	0.690	4	1	5757
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:00:57	4	A	0.492	8	2	5757
Dulux	LED Sign	12:01:05	1	A	0.778	2	2	5765
KFC	Boundary Rope	12:01:05	1	A	0.640	6	6	5765
Life Direct	Boundary Rope	12:01:05	1	A	0.763	1	1	5765
ΑΝΖ	Boundary Rope	12:01:05	1	E	0.489	8	8	5765
GJ Gardner	Virtual Grass Sign - End of Wicket	12:01:06	1	B	0.690	1	1	5766
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:01:06	1	C	0.492	1	1	5766
Dulux	LED Sign	12:01:09	2	C	0.778	10	5	5769
GJ Gardner	LED Sightscreen	12:01:09	2	B	1.278	2	1	5769
GJ Gardner	Virtual Grass Sign - End of Wicket	12:01:08	3	B	0.690	3	1	5768
ΑΝΖ	LED Sign - End of Wicket Signage	12:01:09	2	B	0.899	16	8	5769
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:01:08	3	C	0.492	5	1.667	5768
Canterbury	Playing Kit - Shirt Front	12:01:11	1	A	0.973	1	1	5771
KFC	Boundary Rope	12:01:11	1	A	0.640	3	3	5771
Life Direct	Boundary Rope	12:01:11	1	D	0.763	1	1	5771
ΑΝΖ	Playing Kit - Shirt Front	12:01:11	1	A	1.183	1	1	5771
KFC	LED Sign - KFC Delivers	12:01:11	2	D	1.186	2	1	5771
BRB	Grass Sign - Square of Wicket	12:01:13	2	C	2.770	2	1	5773
Dulux	Stumps	12:01:19	1	A	0.587	3	3	5779
KFC	Boundary Rope	12:01:19	1	A	0.640	6	6	5779
KFC	LED Sign - KFC Delivers	12:01:19	1	B	1.186	1	1	5779
Life Direct	Boundary Rope	12:01:19	1	A	0.763	1	1	5779
ΑΝΖ	Boundary Rope	12:01:19	1	E	0.489	8	8	5779
NZC	Umpire Jersey Front	12:01:20	2	A	0.569	2	1	5780
Pals	LED Sign	12:01:24	7	E	0.439	14	2	5784
NZC	Umpire Jersey Front	12:01:31	1	A	0.569	1	1	5791
GJ Gardner	Virtual Grass Sign - End of Wicket	12:01:34	9	B	0.690	9	1	5794
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:01:34	9	C	0.492	17	1.889	5794
Dulux	LED Sign	12:01:35	11	C	0.778	46	4.182	5795
KFC	Boundary Rope	12:01:43	3	A	0.640	18	6	5803
Life Direct	Boundary Rope	12:01:43	3	A	0.763	3	1	5803
ΑΝΖ	Boundary Rope	12:01:43	3	E	0.489	24	8	5803
ΑΝΖ	LED Sign - End of Wicket Signage	12:01:35	11	C	0.899	67	6.091	5795
GJ Gardner	Virtual Grass Sign - End of Wicket	12:01:53	1	B	0.690	1	1	5813
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:01:53	1	C	0.492	1	1	5813
GJ Gardner	Virtual Grass Sign - End of Wicket	12:01:55	4	B	0.690	4	1	5815
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:01:55	4	C	0.492	4	1	5815
Dulux	Stumps	12:02:00	5	A	0.587	15	3	5820
Powerade	TVGI - Weather Report	12:02:14	7	E	11.283	7	1	5834
Dulux	TVGI Series Logo	12:04:04	18	C	0.815	18	1	5944
Dulux	TVGI Series Logo	12:04:23	23	C	0.815	23	1	5963
Dulux	TVGI Series Text	12:04:02	44	B	0.467	44	1	5942
Dulux	TVGI Series Text	12:04:56	26	B	0.467	26	1	5996
ΑΝΖ	Playing Kit - Arm	12:05:56	5	A	0.467	5	1	6056
Canterbury	Playing Kit - Shirt Front	12:05:57	8	A	0.973	8	1	6057
ΑΝΖ	Playing Kit - Shirt Front	12:05:56	9	A	1.183	9	1	6056
Dulux	LED Sightscreen	12:06:05	8	E	1.278	8	1	6065
GJ Gardner	Virtual Grass Sign - End of Wicket	12:06:05	8	E	0.690	8	1	6065
Dulux	Virtual Grass Sign - End of Wicket	12:06:05	9	A	0.802	9	1	6065
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:06:05	9	E	0.492	17	1.889	6065
KFC	Boundary Rope	12:06:23	3	A	0.640	18	6	6083
Life Direct	Boundary Rope	12:06:23	3	A	0.763	3	1	6083
ΑΝΖ	Boundary Rope	12:06:23	3	E	0.489	24	8	6083
Canterbury	Playing Kit - Shirt Front	12:06:26	4	A	0.973	4	1	6086
ΑΝΖ	Playing Kit - Shirt Front	12:06:26	4	A	1.183	4	1	6086
KFC	Virtual Grass Sign - Square of Wicket	12:06:34	2	A	0.640	2	1	6094
ΑΝΖ	Playing Kit - Arm	12:06:36	2	A	0.467	2	1	6096
Dulux	LED Sign	12:06:37	4	A	0.778	8	2	6097
Dulux	Stumps	12:06:37	4	A	0.587	12	3	6097
KFC	Boundary Rope	12:06:37	4	A	0.640	24	6	6097
Life Direct	Boundary Rope	12:06:37	4	A	0.763	4	1	6097
ΑΝΖ	Boundary Rope	12:06:37	4	E	0.489	32	8	6097
Canterbury	Playing Kit - Shirt Front	12:06:41	1	A	0.973	1	1	6101
Ford	Player Kit - Shirt Back	12:06:42	1	A	1.116	1	1	6102
ΑΝΖ	Playing Kit - Arm	12:06:41	2	A	0.467	2	1	6101
Canterbury	Playing Kit - Shirt Front	12:06:43	3	A	0.973	3	1	6103
ΑΝΖ	Playing Kit - Arm	12:06:45	1	A	0.467	1	1	6105
ΑΝΖ	Playing Kit - Shirt Front	12:06:41	5	A	1.183	5	1	6101
Ford	Player Kit - Shirt Back	12:06:47	3	A	1.116	3	1	6107
KFC	Boundary Rope	12:06:44	6	A	0.640	36	6	6104
Life Direct	Boundary Rope	12:06:44	6	A	0.763	6	1	6104
ΑΝΖ	Boundary Rope	12:06:44	6	E	0.489	48	8	6104
Dulux	LED Sign	12:06:51	2	A	0.778	4	2	6111
KFC	Boundary Rope	12:06:51	2	A	0.640	12	6	6111
Life Direct	Boundary Rope	12:06:51	2	A	0.763	2	1	6111
ΑΝΖ	Boundary Rope	12:06:51	2	E	0.489	16	8	6111
GJ Gardner	Virtual Grass Sign - End of Wicket	12:06:56	6	E	0.690	6	1	6116
ΑΝΖ	LED Sight Screen	12:06:56	6	A	1.002	6	1	6116
Dulux	Virtual Grass Sign - End of Wicket	12:06:56	7	A	0.802	7	1	6116
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:06:56	7	E	0.492	13	1.857	6116
Dulux	Virtual Grass Sign - End of Wicket	12:07:05	1	B	0.802	1	1	6125
Dulux	LED Sign	12:07:06	2	C	0.778	10	5	6126
GJ Gardner	Virtual Grass Sign - End of Wicket	12:07:06	2	A	0.690	2	1	6126
ΑΝΖ	LED Sight Screen	12:07:07	1	A	1.002	1	1	6127
ΑΝΖ	LED Sign - End of Wicket Signage	12:07:06	2	C	0.899	16	8	6126
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:07:05	3	C	0.492	5	1.667	6125
BRB	Grass Sign - Square of Wicket	12:07:08	5	B	2.770	5	1	6128
Ford	Virtual Grass Sign - Square of Wicket	12:07:08	5	C	1.869	5	1	6128
KFC	Virtual Grass Sign - Square of Wicket	12:07:08	5	C	0.640	5	1	6128
Life Direct	Virtual Grass Sign - Square of Wicket	12:07:08	5	C	0.974	5	1	6128
KFC	LED Sign - KFC Delivers	12:07:13	2	B	1.186	2	1	6133
GJ Gardner	Umpire Jersey Back	12:07:15	1	C	1.098	1	1	6135
GJ Gardner	Umpire Jersey Back - Homes	12:07:15	1	C	1.098	1	1	6135
ΑΝΖ	LED Sign - End of Wicket Signage	12:07:24	1	C	0.899	1	1	6144
Dulux	LED Sign	12:07:24	10	A	0.778	20	2	6144
KFC	Boundary Rope	12:07:24	10	A	0.640	60	6	6144
Life Direct	Boundary Rope	12:07:24	10	A	0.763	10	1	6144
ΑΝΖ	Boundary Rope	12:07:24	10	E	0.489	80	8	6144
Dulux	Virtual Grass Sign - End of Wicket	12:07:34	1	B	0.802	1	1	6154
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:07:34	1	C	0.492	1	1	6154
Dulux	Virtual Grass Sign - End of Wicket	12:07:38	1	B	0.802	1	1	6158
Dulux	LED Sign	12:07:39	1	C	0.778	5	5	6159
GJ Gardner	Virtual Grass Sign - End of Wicket	12:07:39	1	A	0.690	1	1	6159
ΑΝΖ	LED Sign - End of Wicket Signage	12:07:39	1	C	0.899	8	8	6159
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:07:38	2	C	0.492	3	1.500	6158
Canterbury	Playing Kit - Shirt Front	12:07:40	1	A	0.973	1	1	6160
ΑΝΖ	Playing Kit - Arm	12:07:40	1	A	0.467	1	1	6160
ΑΝΖ	Playing Kit - Shirt Front	12:07:40	1	A	1.183	1	1	6160
BRB	Grass Sign - Square of Wicket	12:07:41	1	C	2.770	1	1	6161
Canterbury	Playing Kit - Shirt Front	12:07:44	1	A	0.973	1	1	6164
ΑΝΖ	Playing Kit - Arm	12:07:44	3	A	0.467	3	1	6164
Canterbury	Playing Kit - Shirt Front	12:07:46	2	A	0.973	2	1	6166
ΑΝΖ	Playing Kit - Shirt Front	12:07:44	4	A	1.183	4	1	6164
Ford	Player Kit - Shirt Back	12:07:48	4	A	1.116	4	1	6168
Canterbury	Playing Kit - Shirt Front	12:07:52	12	A	0.973	12	1	6172
ΑΝΖ	Playing Kit - Shirt Front	12:07:52	12	A	1.183	12	1	6172
Dulux	Virtual Grass Sign - End of Wicket	12:08:04	1	B	0.802	1	1	6184
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:08:04	1	C	0.492	1	1	6184
Dulux	Virtual Grass Sign - End of Wicket	12:08:07	1	B	0.802	1	1	6187
Dulux	LED Sign	12:08:08	2	C	0.778	10	5	6188
GJ Gardner	Virtual Grass Sign - End of Wicket	12:08:08	2	A	0.690	2	1	6188
ΑΝΖ	LED Sight Screen	12:08:09	1	A	1.002	1	1	6189
ΑΝΖ	LED Sign - End of Wicket Signage	12:08:08	2	C	0.899	16	8	6188
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:08:07	3	C	0.492	5	1.667	6187
GJ Gardner	Virtual Grass Sign - End of Wicket	12:08:12	3	E	0.690	3	1	6192
ΑΝΖ	LED Sight Screen	12:08:12	3	A	1.002	3	1	6192
Dulux	Virtual Grass Sign - End of Wicket	12:08:12	4	A	0.802	4	1	6192
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:08:12	4	E	0.492	7	1.750	6192
Ford	LED SignLED Sign	12:08:20	1	B	0.935	1	1	6200
KFC	Boundary Rope	12:08:16	5	A	0.640	30	6	6196
Life Direct	Boundary Rope	12:08:16	5	A	0.763	5	1	6196
ΑΝΖ	Boundary Rope	12:08:16	5	E	0.489	40	8	6196
Dulux	Virtual Grass Sign - End of Wicket	12:08:44	3	A	0.802	3	1	6224
GJ Gardner	LED Sightscreen	12:08:44	3	A	1.002	3	1	6224
GJ Gardner	Virtual Grass Sign - End of Wicket	12:08:44	3	A	0.690	3	1	6224
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:08:44	3	A	0.492	6	2	6224
Dulux	Stumps	12:08:47	2	A	0.587	6	3	6227
Dulux	Virtual Grass Sign - End of Wicket	12:08:52	1	C	0.802	1	1	6232
BRB	Grass Sign - Square of Wicket	12:08:55	1	C	2.770	1	1	6235
ΑΝΖ	Playing Kit - Shirt Front	12:08:56	1	A	1.183	1	1	6236
Ford	Player Kit - Shirt Back	12:08:58	1	A	1.116	1	1	6238
ΑΝΖ	Playing Kit - Arm	12:08:56	4	A	0.467	4	1	6236
Dulux	Virtual Grass Sign - End of Wicket	12:09:15	1	B	0.802	1	1	6255
ΑΝΖ	Virtual Grass Sign - End of Wicket	12:09:15	1	C	0.492	1	1	6255
Ford	Virtual Grass Sign - Square of Wicket	12:09:21	1	D	1.869	1	1	6261
Life Direct	Virtual Grass Sign - Square of Wicket	12:09:21	1	A	0.974	1	1	6261
BRB	Grass Sign - Square of Wicket	12:09:21	2	A	2.770	2	1	6261
KFC	Virtual Grass Sign - Square of Wicket	12:09:21	2	A	0.640	2	1	6261
