Brand	Location	Time the brand is at screen	Duration	Screen Location	Screen Size %	Total Hits	Average Hits	Sequence Frame Number
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:04:47	2	A	0.332	2	1	13187
ΑΝΖ	LED Sign - End of Wicket Signage	14:04:47	2	C	0.336	12	6	13187
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:04:46	3	C	0.246	5	1.667	13186
BRB	Grass Sign - Square of Wicket	14:04:49	1	B	2.083	1	1	13189
KFC	Virtual Grass Sign - Square of Wicket	14:04:49	1	C	1.623	1	1	13189
KFC	Virtual Grass Sign - Square of Wicket	14:04:52	2	B	1.623	2	1	13192
GJ Gardner	Virtual Grass Sign - End of Wicket	14:05:00	3	B	2.013	3	1	13200
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:05:00	3	B	1.871	3	1	13200
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:05:00	3	C	3.345	3	1	13200
ΑΝΖ	Playing Kit - Shirt Front	14:05:08	2	A	0.531	2	1	13208
ΑΝΖ	Playing Kit - Arm	14:05:10	5	A	0.240	5	1	13210
Dulux	TVGI Series Logo	14:05:16	7	C	1.198	7	1	13216
Dulux	TVGI Series Text	14:05:16	7	B	0.498	7	1	13216
KFC	Boundary Rope	14:05:48	6	A	0.278	18	3	13248
Life Direct	Boundary Rope	14:05:48	6	A	0.586	6	1	13248
ΑΝΖ	Boundary Rope	14:05:48	6	E	0.143	60	10	13248
KFC	Boundary Rope	14:07:02	4	A	0.278	4	1	13322
Life Direct	Boundary Rope	14:07:02	4	A	0.586	4	1	13322
ΑΝΖ	Boundary Rope	14:07:02	4	E	0.143	8	2	13322
Dulux	Virtual Grass Sign - End of Wicket	14:07:12	11	A	0.289	11	1	13332
GJ Gardner	LED Sightscreen	14:07:12	11	A	0.258	11	1	13332
GJ Gardner	LED Sightscreen - Homes	14:07:12	11	A	0.133	11	1	13332
GJ Gardner	Virtual Grass Sign - End of Wicket	14:07:12	11	A	0.383	11	1	13332
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:07:12	11	A	0.332	11	1	13332
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:07:12	11	A	0.246	22	2	13332
ΑΝΖ	Playing Kit - Arm	14:07:23	1	A	0.240	1	1	13343
Dulux	LED Sign - End of Wicket Signage	14:07:32	4	C	5.419	16	4	13352
Dulux	Virtual Grass Sign - End of Wicket	14:07:31	5	A	6.162	5	1	13351
ΑΝΖ	LED Sign - End of Wicket Signage	14:07:32	4	C	0.336	32	8	13352
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:07:31	5	C	6.637	5	1	13351
ΑΝΖ	Playing Kit - Arm	14:07:38	3	A	0.240	3	1	13358
GJ Gardner	LED Sightscreen	14:07:41	1	A	0.258	1	1	13361
GJ Gardner	LED Sightscreen - Homes	14:07:41	1	A	0.133	1	1	13361
Dulux	Virtual Grass Sign - End of Wicket	14:07:41	2	A	0.289	2	1	13361
GJ Gardner	Virtual Grass Sign - End of Wicket	14:07:41	2	A	0.383	2	1	13361
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:07:41	2	A	0.332	2	1	13361
ΑΝΖ	LED Sight Screen	14:07:42	1	C	0.266	1	1	13362
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:07:41	2	A	0.246	4	2	13361
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:07:49	1	C	6.637	1	1	13369
Dulux	Virtual Grass Sign - End of Wicket	14:07:49	2	A	6.162	2	1	13369
ΑΝΖ	LED Sign - End of Wicket Signage	14:07:50	1	C	0.336	4	4	13370
Dulux	LED Sign - End of Wicket Signage	14:07:50	2	C	5.419	8	4	13370
KFC	Boundary Rope	14:07:51	1	A	0.278	3	3	13371
KFC	LED Sign	14:07:51	1	B	5.027	1	1	13371
KFC	LED Sign - GET THE APP	14:07:50	2	D	10.368	2	1	13370
Life Direct	Boundary Rope	14:07:51	1	A	0.586	1	1	13371
ΑΝΖ	Boundary Rope	14:07:51	1	E	0.143	10	10	13371
Dulux	Virtual Grass Sign - End of Wicket	14:07:53	2	A	6.162	2	1	13373
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:07:53	2	C	6.637	2	1	13373
KFC	Boundary Rope	14:07:55	1	A	0.278	3	3	13375
KFC	LED Sign	14:07:55	1	B	5.027	1	1	13375
KFC	LED Sign - GET THE APP	14:07:55	1	B	10.368	1	1	13375
Life Direct	Boundary Rope	14:07:55	1	A	0.586	1	1	13375
ΑΝΖ	Boundary Rope	14:07:55	1	E	0.143	10	10	13375
Dulux	Virtual Grass Sign - End of Wicket	14:07:56	4	A	6.162	4	1	13376
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:07:56	4	C	6.637	4	1	13376
Dulux	Virtual Grass Sign - End of Wicket	14:08:16	3	A	6.162	3	1	13396
GJ Gardner	Virtual Grass Sign - End of Wicket	14:08:17	2	A	2.013	2	1	13397
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:08:17	2	E	1.871	2	1	13397
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:08:16	3	C	6.637	5	1.667	13396
BRB	LED Sign	14:08:28	1	C	0.182	1	1	13408
BRB	LED Sign - Boundary Rd Brewery	14:08:28	1	C	0.246	2	2	13408
Dulux	LED Sign - End of Wicket Signage	14:08:27	6	C	5.419	19	3.167	13407
ΑΝΖ	LED Sight Screen	14:08:31	2	C	0.266	2	1	13411
ΑΝΖ	LED Sign - End of Wicket Signage	14:08:29	4	A	0.336	22	5.500	13409
Dulux	Virtual Grass Sign - End of Wicket	14:08:33	1	A	6.162	1	1	13413
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:08:33	1	C	6.637	1	1	13413
Dulux	Virtual Grass Sign - End of Wicket	14:08:39	2	A	0.289	2	1	13419
GJ Gardner	Virtual Grass Sign - End of Wicket	14:08:40	1	A	0.383	1	1	13420
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:08:40	1	A	0.332	1	1	13420
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:08:39	2	C	0.246	3	1.500	13419
BRB	LED Sign	14:08:44	1	A	0.182	2	2	13424
BRB	LED Sign - Boundary Rd Brewery	14:08:41	4	C	0.246	8	2	13421
BRB	LED Sign - Boundary Rd Brewery	14:08:46	3	C	0.246	6	2	13426
Dulux	LED Sign - End of Wicket Signage	14:08:40	10	C	5.419	28	2.800	13420
ΑΝΖ	LED Sign - End of Wicket Signage	14:08:40	10	C	0.336	17	1.700	13420
KFC	LED Sign	14:08:49	3	E	5.027	6	2	13429
KFC	LED Sign - GET THE APP	14:08:49	3	A	10.368	6	2	13429
ΑΝΖ	LED Sign - End of Wicket Signage	14:08:55	2	D	20.037	3	1.500	13435
Dulux	TVGI Series Text	14:09:06	36	B	0.498	36	1	13446
Dulux	LED Sign - End of Wicket Signage	14:09:55	2	C	5.419	2	1	13495
ΑΝΖ	Playing Kit - Arm	14:09:55	2	A	0.240	2	1	13495
GJ Gardner	Virtual Grass Sign - End of Wicket	14:09:59	2	B	2.013	2	1	13499
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:09:59	2	B	1.871	2	1	13499
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:09:59	3	C	3.345	3	1	13499
Dulux	LED Sign - End of Wicket Signage	14:10:00	3	C	5.419	12	4	13500
KFC	LED Sign	14:10:02	1	E	5.027	1	1	13502
ΑΝΖ	LED Sign - End of Wicket Signage	14:10:00	3	C	0.336	12	2	13500
Canterbury	Playing Kit - Shirt Front	14:10:03	1	A	0.208	1	1	13503
ΑΝΖ	Playing Kit - Shirt Front	14:10:03	2	A	0.531	2	1	13503
ΑΝΖ	Playing Kit - Arm	14:10:04	2	A	0.240	2	1	13504
Canterbury	Playing Kit - Shirt Front	14:10:06	1	A	0.208	1	1	13506
Ford	Player Kit - Shirt Back	14:10:06	3	A	0.384	3	1	13506
Canterbury	Playing Kit - Shirt Front	14:10:10	1	A	0.208	1	1	13510
ΑΝΖ	Playing Kit - Shirt Front	14:10:10	1	A	0.531	1	1	13510
Canterbury	Playing Kit - Shirt Front	14:10:12	1	A	0.208	1	1	13512
ΑΝΖ	Playing Kit - Shirt Front	14:10:12	1	A	0.531	1	1	13512
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:10:16	2	A	6.637	2	1	13516
ΑΝΖ	Playing Kit - Arm	14:10:19	2	A	0.240	2	1	13519
Dulux	Stumps	14:10:19	4	D	0.296	30	7.500	13519
KFC	Boundary Rope	14:10:21	2	A	0.278	6	3	13521
Dulux	LED Sign - End of Wicket Signage	14:10:19	5	C	5.419	9	1.800	13519
Life Direct	Boundary Rope	14:10:21	3	A	0.586	3	1	13521
ΑΝΖ	Boundary Rope	14:10:19	5	A	0.143	38	7.600	13519
Canterbury	Playing Kit - Shirt Front	14:10:24	1	A	0.208	1	1	13524
ΑΝΖ	Playing Kit - Shirt Front	14:10:24	1	A	0.531	1	1	13524
Dulux	LED Sightscreen	14:10:26	9	A	0.266	9	1	13526
Dulux	Virtual Grass Sign - End of Wicket	14:10:26	9	A	0.289	9	1	13526
GJ Gardner	Virtual Grass Sign - End of Wicket	14:10:26	9	A	0.383	9	1	13526
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:10:26	9	A	0.332	9	1	13526
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:10:26	9	A	0.246	18	2	13526
Dulux	LED Sightscreen	14:10:39	2	A	0.266	2	1	13539
Dulux	LED Sign - End of Wicket Signage	14:10:38	3	C	5.419	12	4	13538
Dulux	Virtual Grass Sign - End of Wicket	14:10:39	2	A	0.289	2	1	13539
GJ Gardner	Virtual Grass Sign - End of Wicket	14:10:38	3	B	0.383	3	1	13538
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:10:38	3	B	0.332	3	1	13538
ΑΝΖ	LED Sign - End of Wicket Signage	14:10:38	3	C	0.336	24	8	13538
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:10:38	3	C	0.246	5	1.667	13538
Ford	Virtual Grass Sign - Square of Wicket	14:10:41	1	A	3.269	1	1	13541
KFC	Virtual Grass Sign - Square of Wicket	14:10:41	3	C	1.623	3	1	13541
Life Direct	Virtual Grass Sign - Square of Wicket	14:10:41	3	A	3.361	3	1	13541
Canterbury	Playing Kit - Shirt Front	14:10:45	5	A	0.208	5	1	13545
ΑΝΖ	Playing Kit - Shirt Front	14:10:45	5	A	0.531	5	1	13545
Ford	Player Kit - Shirt Back	14:10:50	4	A	0.384	4	1	13550
Canterbury	Playing Kit - Shirt Front	14:10:54	2	A	0.208	2	1	13554
ΑΝΖ	Playing Kit - Shirt Front	14:10:54	2	A	0.531	2	1	13554
ΑΝΖ	Playing Kit - Arm	14:10:53	4	A	0.240	4	1	13553
Canterbury	Playing Kit - Shirt Front	14:10:57	3	A	0.208	3	1	13557
ΑΝΖ	Playing Kit - Shirt Front	14:10:57	3	A	0.531	3	1	13557
Dulux	Virtual Grass Sign - End of Wicket	14:11:00	10	A	0.289	10	1	13560
GJ Gardner	Virtual Grass Sign - End of Wicket	14:11:00	10	A	0.383	10	1	13560
ΑΝΖ	LED Sight Screen	14:11:00	10	C	0.266	10	1	13560
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:11:00	11	A	1.871	11	1	13560
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:11:00	11	A	3.345	21	1.909	13560
GJ Gardner	Virtual Grass Sign - End of Wicket	14:11:12	3	B	2.013	3	1	13572
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:11:12	3	B	1.871	3	1	13572
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:11:12	3	C	3.345	3	1	13572
Canterbury	Playing Kit - Shirt Front	14:11:16	1	A	0.208	1	1	13576
ΑΝΖ	Playing Kit - Shirt Front	14:11:16	1	A	0.531	1	1	13576
ΑΝΖ	Playing Kit - Arm	14:11:15	5	A	0.240	5	1	13575
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:11:28	2	B	1.871	2	1	13588
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:11:28	2	C	3.345	2	1	13588
Dulux	Virtual Grass Sign - End of Wicket	14:11:35	7	A	0.289	7	1	13595
GJ Gardner	Virtual Grass Sign - End of Wicket	14:11:35	7	A	0.383	7	1	13595
ΑΝΖ	LED Sight Screen	14:11:35	7	C	0.266	7	1	13595
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:11:35	7	A	0.246	14	2	13595
Dulux	LED Sign - End of Wicket Signage	14:11:44	3	C	5.419	12	4	13604
ΑΝΖ	LED Sight Screen	14:11:46	1	C	0.266	1	1	13606
ΑΝΖ	LED Sign - End of Wicket Signage	14:11:44	3	C	0.336	24	8	13604
GJ Gardner	Virtual Grass Sign - End of Wicket	14:11:44	4	A	2.013	4	1	13604
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:11:35	13	A	1.871	13	1	13595
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:11:43	5	C	3.345	5	1	13603
GJ Gardner	Umpire Jersey Back	14:12:00	1	C	0.258	1	1	13620
GJ Gardner	Umpire Jersey Back - Homes	14:12:00	1	A	0.133	1	1	13620
Dulux	LED Sign - End of Wicket Signage	14:12:04	3	C	5.419	12	4	13624
GJ Gardner	Virtual Grass Sign - End of Wicket	14:12:04	3	B	2.013	3	1	13624
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:12:02	5	B	1.871	5	1	13622
ΑΝΖ	LED Sign - End of Wicket Signage	14:12:04	3	C	0.336	24	8	13624
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:12:04	3	C	3.345	3	1	13624
GJ Gardner	Virtual Grass Sign - End of Wicket	14:12:19	1	B	2.013	1	1	13639
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:12:19	1	C	3.345	1	1	13639
Dulux	Virtual Grass Sign - End of Wicket	14:12:22	13	A	0.289	13	1	13642
GJ Gardner	LED Sightscreen	14:12:22	13	A	0.258	13	1	13642
GJ Gardner	LED Sightscreen - Homes	14:12:22	13	A	0.133	13	1	13642
GJ Gardner	Virtual Grass Sign - End of Wicket	14:12:21	14	B	0.383	14	1	13641
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:12:19	16	B	0.332	16	1	13639
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:12:21	14	C	0.246	27	1.929	13641
BRB	Grass Sign - Square of Wicket	14:12:38	4	A	2.083	4	1	13658
Ford	Virtual Grass Sign - Square of Wicket	14:12:40	2	E	3.269	2	1	13660
Life Direct	Virtual Grass Sign - Square of Wicket	14:12:40	2	D	2.268	2	1	13660
KFC	Virtual Grass Sign - Square of Wicket	14:12:38	5	A	1.623	5	1	13658
Dulux	Virtual Grass Sign - End of Wicket	14:12:47	3	A	0.289	3	1	13667
GJ Gardner	Virtual Grass Sign - End of Wicket	14:12:47	3	A	0.383	3	1	13667
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:12:47	3	A	0.332	3	1	13667
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:12:47	3	A	0.246	6	2	13667
GJ Gardner	Virtual Grass Sign - End of Wicket	14:12:54	1	B	2.013	1	1	13674
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:12:54	1	B	1.871	1	1	13674
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:12:54	1	C	3.345	1	1	13674
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:13:04	2	B	1.871	2	1	13684
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:13:04	2	C	3.345	2	1	13684
Ford	LED SignLED Sign	14:13:06	3	C	0.240	6	2	13686
Dulux	LED Sign - End of Wicket Signage	14:13:06	9	C	5.419	18	2	13686
Ford	Player Kit - Shirt Back	14:13:06	9	A	0.384	9	1	13686
KFC	Boundary Rope	14:13:06	9	A	0.278	27	3	13686
Life Direct	Boundary Rope	14:13:06	9	A	0.586	9	1	13686
ΑΝΖ	Boundary Rope	14:13:06	9	E	0.143	90	10	13686
Canterbury	Playing Kit - Shirt Front	14:13:23	1	A	0.208	1	1	13703
ΑΝΖ	Playing Kit - Shirt Front	14:13:23	1	A	0.531	1	1	13703
Canterbury	Playing Kit - Shirt Front	14:13:26	2	A	0.208	2	1	13706
ΑΝΖ	Playing Kit - Arm	14:13:26	2	A	0.240	2	1	13706
ΑΝΖ	Playing Kit - Shirt Front	14:13:26	2	A	0.531	2	1	13706
BRB	Grass Sign - Square of Wicket	14:13:30	8	B	2.083	8	1	13710
KFC	Virtual Grass Sign - Square of Wicket	14:13:30	8	C	1.623	8	1	13710
Canterbury	Playing Kit - Shirt Front	14:13:38	11	A	0.208	11	1	13718
ΑΝΖ	Playing Kit - Shirt Front	14:13:38	11	A	0.531	11	1	13718
ΑΝΖ	Playing Kit - Arm	14:13:38	22	A	0.240	22	1	13718
Dulux	Virtual Grass Sign - End of Wicket	14:14:00	2	A	6.162	2	1	13740
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:14:00	2	C	6.637	2	1	13740
Dulux	LED Sightscreen	14:14:05	1	A	0.266	1	1	13745
Dulux	Virtual Grass Sign - End of Wicket	14:14:05	1	A	6.162	1	1	13745
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:14:05	1	C	6.637	1	1	13745
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:14:23	1	C	3.345	1	1	13763
GJ Gardner	Virtual Grass Sign - End of Wicket	14:14:23	2	B	2.013	2	1	13763
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:14:23	2	B	1.871	2	1	13763
KFC	Boundary Rope	14:14:27	1	A	0.278	3	3	13767
Life Direct	Boundary Rope	14:14:27	1	A	0.586	1	1	13767
ΑΝΖ	Boundary Rope	14:14:27	1	E	0.143	10	10	13767
Dulux	Virtual Grass Sign - End of Wicket	14:14:30	3	A	0.289	3	1	13770
GJ Gardner	Virtual Grass Sign - End of Wicket	14:14:31	2	A	0.383	2	1	13771
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:14:31	2	A	0.332	2	1	13771
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:14:30	3	C	0.246	5	1.667	13770
BRB	LED Sign - Boundary Rd Brewery	14:14:33	3	C	0.246	3	1	13773
KFC	Boundary Rope	14:14:33	4	A	0.278	12	3	13773
Life Direct	Boundary Rope	14:14:33	4	A	0.586	4	1	13773
ΑΝΖ	Boundary Rope	14:14:33	4	E	0.143	40	10	13773
Dulux	LED Sightscreen	14:14:37	2	A	0.266	2	1	13777
Dulux	Virtual Grass Sign - End of Wicket	14:14:37	2	A	0.289	2	1	13777
GJ Gardner	Virtual Grass Sign - End of Wicket	14:14:37	2	A	0.383	2	1	13777
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:14:37	2	A	0.332	2	1	13777
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:14:37	2	A	0.246	4	2	13777
ΑΝΖ	Playing Kit - Arm	14:14:44	1	A	0.240	1	1	13784
Canterbury	Playing Kit - Shirt Front	14:14:43	5	A	0.208	5	1	13783
ΑΝΖ	Playing Kit - Shirt Front	14:14:43	5	A	0.531	5	1	13783
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:14:57	1	B	5.190	1	1	13797
Dulux	Virtual Grass Sign - End of Wicket	14:15:00	1	A	6.162	1	1	13800
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:15:00	1	C	6.637	1	1	13800
BRB	Grass Sign - Square of Wicket	14:15:02	1	C	1.632	1	1	13802
ΑΝΖ	Playing Kit - Arm	14:15:08	2	A	0.240	2	1	13808
Canterbury	Playing Kit - Shirt Front	14:15:10	2	A	0.208	2	1	13810
ΑΝΖ	Playing Kit - Shirt Front	14:15:10	2	A	0.531	2	1	13810
Dulux	Virtual Grass Sign - End of Wicket	14:15:15	1	A	6.162	1	1	13815
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:15:15	1	C	6.637	1	1	13815
Dulux	Virtual Grass Sign - End of Wicket	14:15:22	3	A	6.162	3	1	13822
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:15:22	3	C	6.637	3	1	13822
Canterbury	Playing Kit - Shirt Front	14:15:25	1	A	0.208	1	1	13825
ΑΝΖ	Playing Kit - Shirt Front	14:15:25	1	A	0.531	1	1	13825
ΑΝΖ	Playing Kit - Arm	14:15:25	2	A	0.240	2	1	13825
Ford	Player Kit - Shirt Back	14:15:26	4	A	0.384	4	1	13826
Dulux	LED Sign - End of Wicket Signage	14:15:39	2	C	5.419	8	4	13839
Dulux	Virtual Grass Sign - End of Wicket	14:15:36	5	A	0.289	5	1	13836
GJ Gardner	Virtual Grass Sign - End of Wicket	14:15:39	2	A	0.383	2	1	13839
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:15:39	2	A	0.332	2	1	13839
ΑΝΖ	LED Sight Screen	14:15:40	1	C	0.266	1	1	13840
ΑΝΖ	LED Sign - End of Wicket Signage	14:15:39	2	C	0.336	16	8	13839
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:15:36	5	C	0.246	7	1.400	13836
GJ Gardner	LED Sightscreen	14:15:51	4	A	0.258	4	1	13851
GJ Gardner	LED Sightscreen - Homes	14:15:51	4	A	0.133	4	1	13851
GJ Gardner	Virtual Grass Sign - End of Wicket	14:15:51	4	A	0.383	4	1	13851
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:15:51	4	A	0.332	4	1	13851
Dulux	Virtual Grass Sign - End of Wicket	14:15:51	5	A	6.162	5	1	13851
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:15:51	5	A	6.637	9	1.800	13851
Dulux	Virtual Grass Sign - End of Wicket	14:16:00	2	A	6.162	2	1	13860
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:16:00	2	C	6.637	2	1	13860
KFC	Boundary Rope	14:16:02	1	A	0.278	3	3	13862
Life Direct	Boundary Rope	14:16:02	1	A	0.586	1	1	13862
ΑΝΖ	Boundary Rope	14:16:02	1	E	0.143	10	10	13862
Life Direct	Virtual Grass Sign - Square of Wicket	14:16:03	2	A	3.361	2	1	13863
BRB	Grass Sign - Square of Wicket	14:16:03	3	B	2.083	3	1	13863
Ford	Virtual Grass Sign - Square of Wicket	14:16:03	3	A	3.269	3	1	13863
KFC	Virtual Grass Sign - Square of Wicket	14:16:03	3	C	1.623	3	1	13863
Life Direct	Boundary Rope	14:16:07	3	A	0.586	3	1	13867
KFC	Boundary Rope	14:16:07	4	A	0.734	12	3	13867
ΑΝΖ	Boundary Rope	14:16:07	4	E	0.739	11	2.750	13867
Dulux	TVGI Series Text	14:16:26	31	B	0.498	31	1	13886
Dulux	LED Sign - End of Wicket Signage	14:17:04	6	C	5.419	18	3	13924
GJ Gardner	Virtual Grass Sign - End of Wicket	14:17:10	1	B	2.013	1	1	13930
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:17:10	1	C	3.345	1	1	13930
Dulux	LED Sign - End of Wicket Signage	14:17:12	2	C	5.419	5	2.500	13932
GJ Gardner	Virtual Grass Sign - End of Wicket	14:17:12	3	B	2.013	3	1	13932
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:17:10	5	B	1.871	5	1	13930
ΑΝΖ	LED Sign - End of Wicket Signage	14:17:12	3	C	0.336	24	8	13932
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:17:12	3	C	3.345	3	1	13932
GJ Gardner	LED Sign	14:17:15	1	A	7.751	2	2	13935
GJ Gardner	LED Sign - Homes	14:17:15	1	A	1.827	2	2	13935
KFC	Boundary Rope	14:17:19	1	A	0.278	3	3	13939
Life Direct	Boundary Rope	14:17:19	1	A	0.586	1	1	13939
ΑΝΖ	Boundary Rope	14:17:19	1	E	0.143	10	10	13939
Dulux	LED Sign - End of Wicket Signage	14:17:20	4	C	5.419	16	4	13940
GJ Gardner	Virtual Grass Sign - End of Wicket	14:17:20	4	B	2.013	4	1	13940
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:17:20	4	B	1.871	4	1	13940
ΑΝΖ	LED Sight Screen	14:17:20	4	C	0.266	4	1	13940
ΑΝΖ	LED Sign - End of Wicket Signage	14:17:20	4	C	0.336	32	8	13940
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:17:20	4	C	3.345	4	1	13940
Canterbury	Playing Kit - Shirt Front	14:17:24	4	A	0.208	4	1	13944
ΑΝΖ	Playing Kit - Arm	14:17:24	4	A	0.240	4	1	13944
ΑΝΖ	Playing Kit - Shirt Front	14:17:24	4	A	0.531	4	1	13944
GJ Gardner	LED Sign	14:17:31	2	A	7.751	4	2	13951
GJ Gardner	LED Sign - Homes	14:17:31	2	A	1.827	4	2	13951
KFC	Boundary Rope	14:17:31	2	A	0.278	6	3	13951
Life Direct	Boundary Rope	14:17:31	2	A	0.586	2	1	13951
ΑΝΖ	Boundary Rope	14:17:31	2	E	0.143	20	10	13951
GJ Gardner	Virtual Grass Sign - End of Wicket	14:17:38	1	B	2.013	1	1	13958
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:17:38	4	B	1.871	4	1	13958
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:17:38	4	C	3.345	4	1	13958
GJ Gardner	Virtual Grass Sign - End of Wicket	14:17:45	1	B	2.013	1	1	13965
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:17:45	1	B	1.871	1	1	13965
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:17:45	1	C	3.345	1	1	13965
KFC	Boundary Rope	14:17:53	2	A	0.278	6	3	13973
Life Direct	Boundary Rope	14:17:53	2	A	0.586	2	1	13973
ΑΝΖ	Boundary Rope	14:17:53	2	E	0.143	20	10	13973
Canterbury	Playing Kit - Shirt Front	14:17:58	3	A	0.208	3	1	13978
ΑΝΖ	Playing Kit - Shirt Front	14:17:58	3	A	0.531	3	1	13978
NZC	Umpire Jersey Front	14:18:01	1	E	0.395	1	1	13981
Dulux	Stumps	14:18:03	1	D	0.296	12	12	13983
Ford	Player Kit - Shirt Back	14:18:03	1	A	0.384	1	1	13983
Dulux	LED Sign - End of Wicket Signage	14:18:10	4	C	5.419	8	2	13990
Dulux	Stumps	14:18:10	4	D	0.296	48	12	13990
KFC	Boundary Rope	14:18:10	4	A	0.278	12	3	13990
Life Direct	Boundary Rope	14:18:11	3	A	0.586	3	1	13991
ΑΝΖ	Boundary Rope	14:18:10	4	E	0.266	16	4	13990
ΑΝΖ	Playing Kit - Arm	14:18:08	6	A	0.240	6	1	13988
Canterbury	Playing Kit - Shirt Front	14:18:14	1	A	0.208	1	1	13994
ΑΝΖ	Playing Kit - Shirt Front	14:18:14	1	A	0.531	1	1	13994
ΑΝΖ	Playing Kit - Arm	14:18:15	1	A	0.240	1	1	13995
Dulux	LED Sightscreen	14:18:22	8	A	0.266	8	1	14002
Dulux	Virtual Grass Sign - End of Wicket	14:18:22	8	A	0.289	8	1	14002
GJ Gardner	Virtual Grass Sign - End of Wicket	14:18:22	8	A	0.383	8	1	14002
Dulux	LED Sign - End of Wicket Signage	14:18:32	2	C	5.419	14	7	14012
ΑΝΖ	LED Sign - End of Wicket Signage	14:18:32	2	C	0.336	16	8	14012
Dulux	LED Sightscreen	14:18:32	3	A	0.266	3	1	14012
GJ Gardner	Virtual Grass Sign - End of Wicket	14:18:32	3	B	0.383	3	1	14012
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:18:22	13	A	0.332	13	1	14002
Dulux	Virtual Grass Sign - End of Wicket	14:18:34	2	A	6.162	2	1	14014
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:18:22	14	A	6.637	23	1.643	14002
KFC	LED Sign	14:18:36	1	E	5.027	5	5	14016
