Brand	Location	Time the brand is at screen	Duration	Screen Location	Screen Size %	Total Hits	Average Hits	Sequence Frame Number
Life Direct	LED Sign - End of Wicket Signage	13:49:00	1	B	1.747	4	4	12240
BRB	Grass Sign - Square of Wicket	13:49:02	1	C	2.083	1	1	12242
KFC	Boundary Rope	13:49:03	1	A	0.278	3	3	12243
Dulux	LED Sign - End of Wicket Signage	13:49:03	2	C	5.419	4	2	12243
Dulux	Stumps	13:49:04	1	D	0.296	9	9	12244
Life Direct	Boundary Rope	13:49:04	1	A	0.586	1	1	12244
ΑΝΖ	Boundary Rope	13:49:03	2	E	0.253	9	4.500	12243
Life Direct	LED Sign - End of Wicket Signage	13:49:05	1	B	1.747	4	4	12245
Ford	Player Kit - Shirt Back	13:49:06	1	A	0.384	1	1	12246
Ford	Player Kit - Shirt Back	13:49:11	3	A	0.384	3	1	12251
ΑΝΖ	Playing Kit - Arm	13:49:14	2	A	0.240	2	1	12254
KFC	Boundary Rope	13:49:22	2	A	0.278	6	3	12262
Life Direct	Boundary Rope	13:49:22	2	A	0.586	2	1	12262
ΑΝΖ	Boundary Rope	13:49:22	2	E	0.143	20	10	12262
Canterbury	Playing Kit - Shirt Front	13:49:25	2	A	0.208	2	1	12265
Powerade	Drinks Cooler	13:49:25	2	A	4.556	2	1	12265
Dulux	LED Sign - End of Wicket Signage	13:49:28	1	C	5.419	3	3	12268
KFC	Boundary Rope	13:49:27	2	A	0.278	6	3	12267
Life Direct	Boundary Rope	13:49:27	2	A	0.586	2	1	12267
ΑΝΖ	Boundary Rope	13:49:27	2	E	0.143	20	10	12267
Canterbury	Playing Kit - Shirt Front	13:49:33	3	A	0.208	3	1	12273
ΑΝΖ	Playing Kit - Shirt Front	13:49:33	3	A	0.531	3	1	12273
Dulux	LED Sign - End of Wicket Signage	13:49:41	1	A	5.419	2	2	12281
Dulux	Stumps	13:49:41	1	D	0.296	12	12	12281
KFC	Boundary Rope	13:49:41	1	A	0.278	3	3	12281
Life Direct	Boundary Rope	13:49:41	1	A	0.586	1	1	12281
ΑΝΖ	Boundary Rope	13:49:41	1	E	0.143	6	6	12281
Dulux	Virtual Grass Sign - End of Wicket	13:49:42	1	A	6.162	1	1	12282
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:49:42	1	C	6.637	1	1	12282
BRB	Grass Sign - Square of Wicket	13:49:44	1	C	2.083	1	1	12284
Canterbury	Playing Kit - Shirt Front	13:49:49	1	A	0.208	1	1	12289
Ford	Player Kit - Shirt Back	13:49:50	1	A	0.384	1	1	12290
ΑΝΖ	Playing Kit - Shirt Front	13:49:49	2	A	0.531	2	1	12289
ΑΝΖ	Playing Kit - Arm	13:49:50	2	A	0.240	2	1	12290
Ford	Player Kit - Shirt Back	13:49:53	1	A	0.384	1	1	12293
Dulux	TVGI Series Logo	13:49:59	11	C	1.198	11	1	12299
Dulux	TVGI Series Text	13:49:59	11	B	0.498	11	1	12299
Dulux	LED Sign - End of Wicket Signage	13:50:28	2	C	5.419	8	4	12328
ΑΝΖ	LED Sign - End of Wicket Signage	13:50:28	2	C	0.336	16	8	12328
Dulux	LED Sightscreen	13:50:28	10	A	0.266	10	1	12328
Dulux	Virtual Grass Sign - End of Wicket	13:50:28	10	A	0.289	10	1	12328
GJ Gardner	Virtual Grass Sign - End of Wicket	13:50:27	11	B	0.383	11	1	12327
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:50:27	11	B	0.332	11	1	12327
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:50:27	11	C	0.246	21	1.909	12327
ΑΝΖ	Playing Kit - Arm	13:50:40	2	A	0.240	2	1	12340
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:50:43	3	B	1.871	3	1	12343
Dulux	LED Sign - End of Wicket Signage	13:50:50	4	C	5.419	16	4	12350
GJ Gardner	Virtual Grass Sign - End of Wicket	13:50:49	5	B	2.013	5	1	12349
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:50:47	7	B	1.871	7	1	12347
KFC	LED Sign	13:50:51	3	A	5.027	5	1.667	12351
KFC	LED Sign - GET THE APP	13:50:51	3	C	10.368	5	1.667	12351
ΑΝΖ	LED Sight Screen	13:50:52	2	C	1.959	2	1	12352
ΑΝΖ	LED Sign - End of Wicket Signage	13:50:50	4	C	0.336	28	7	12350
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:50:49	5	C	3.345	5	1	12349
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:51:22	1	B	1.871	1	1	12382
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:51:25	1	B	1.871	1	1	12385
ΑΝΖ	Playing Kit - Arm	13:51:31	1	A	0.240	1	1	12391
Canterbury	Playing Kit - Shirt Front	13:51:30	3	A	0.208	3	1	12390
ΑΝΖ	Playing Kit - Shirt Front	13:51:30	3	A	0.531	3	1	12390
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:51:36	1	B	1.871	1	1	12396
NZC	Umpire Jersey Front	13:51:41	2	E	0.395	2	1	12401
Dulux	LED Sign - End of Wicket Signage	13:51:52	1	C	5.419	4	4	12412
GJ Gardner	Virtual Grass Sign - End of Wicket	13:51:49	4	B	2.013	4	1	12409
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:51:46	7	B	1.871	7	1	12406
ΑΝΖ	LED Sign - End of Wicket Signage	13:51:52	1	C	0.336	8	8	12412
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:51:46	7	C	3.345	7	1	12406
KFC	Virtual Grass Sign - Square of Wicket	13:51:53	3	B	1.623	3	1	12413
Ford	Player Kit - Shirt Back	13:51:57	1	A	0.384	1	1	12417
GJ Gardner	Umpire Jersey Back	13:52:10	1	C	0.258	1	1	12430
GJ Gardner	Umpire Jersey Back - Homes	13:52:10	1	A	0.133	1	1	12430
ΑΝΖ	Boundary Rope	13:52:16	2	D	0.381	8	4	12436
BRB	Grass Sign - Square of Wicket	13:52:23	6	B	2.083	6	1	12443
Ford	Virtual Grass Sign - Square of Wicket	13:52:23	6	A	3.269	6	1	12443
KFC	Virtual Grass Sign - Square of Wicket	13:52:23	6	C	1.623	6	1	12443
Life Direct	Virtual Grass Sign - Square of Wicket	13:52:23	6	A	3.361	6	1	12443
Dulux	Virtual Grass Sign - End of Wicket	13:52:29	3	A	6.162	3	1	12449
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:52:29	3	C	6.637	3	1	12449
KFC	Boundary Rope	13:52:34	1	A	0.278	3	3	12454
Life Direct	Boundary Rope	13:52:34	1	A	0.586	1	1	12454
ΑΝΖ	Boundary Rope	13:52:34	1	E	0.143	10	10	12454
Dulux	Virtual Grass Sign - End of Wicket	13:52:36	3	A	6.162	3	1	12456
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:52:36	3	C	6.637	3	1	12456
ΑΝΖ	Playing Kit - Arm	13:52:39	2	A	0.240	2	1	12459
KFC	LED Sign	13:52:41	2	E	5.027	2	1	12461
KFC	LED Sign - GET THE APP	13:52:41	2	D	10.368	2	1	12461
ΑΝΖ	Playing Kit - Arm	13:52:43	2	A	0.240	2	1	12463
Ford	Player Kit - Shirt Back	13:52:44	2	A	0.384	2	1	12464
Canterbury	Playing Kit - Shirt Front	13:52:47	1	A	0.208	1	1	12467
ΑΝΖ	Playing Kit - Shirt Front	13:52:47	1	A	0.531	1	1	12467
Dulux	LED Sightscreen	13:52:48	3	A	0.266	3	1	12468
GJ Gardner	Virtual Grass Sign - End of Wicket	13:52:48	3	A	0.383	3	1	12468
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:52:48	3	A	0.332	3	1	12468
Dulux	Virtual Grass Sign - End of Wicket	13:52:48	4	A	6.162	4	1	12468
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:52:48	4	A	6.637	7	1.750	12468
Dulux	Virtual Grass Sign - End of Wicket	13:52:54	1	C	6.162	1	1	12474
Ford	Player Kit - Shirt Back	13:52:59	2	A	0.384	2	1	12479
Canterbury	Playing Kit - Shirt Front	13:53:01	7	A	0.208	7	1	12481
ΑΝΖ	Playing Kit - Shirt Front	13:53:01	7	A	0.531	7	1	12481
Dulux	LED Sign - End of Wicket Signage	13:53:11	2	C	5.419	8	4	12491
Dulux	Virtual Grass Sign - End of Wicket	13:53:10	3	A	0.289	3	1	12490
GJ Gardner	Virtual Grass Sign - End of Wicket	13:53:12	1	A	0.383	1	1	12492
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:53:12	1	A	0.332	1	1	12492
ΑΝΖ	LED Sight Screen	13:53:11	2	C	0.266	2	1	12491
ΑΝΖ	LED Sign - End of Wicket Signage	13:53:11	2	C	0.336	15	7.500	12491
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:53:10	3	C	0.246	4	1.333	12490
Canterbury	Playing Kit - Shirt Front	13:53:13	1	A	0.208	1	1	12493
ΑΝΖ	Playing Kit - Shirt Front	13:53:13	1	A	0.531	1	1	12493
BRB	Grass Sign - Square of Wicket	13:53:14	1	B	2.083	1	1	12494
Ford	Virtual Grass Sign - Square of Wicket	13:53:14	1	A	3.269	1	1	12494
Ford	Player Kit - Shirt Back	13:53:16	2	A	0.384	2	1	12496
Canterbury	Playing Kit - Shirt Front	13:53:19	5	A	0.208	5	1	12499
ΑΝΖ	Playing Kit - Shirt Front	13:53:19	5	A	0.531	5	1	12499
Dulux	Virtual Grass Sign - End of Wicket	13:53:24	2	A	6.162	2	1	12504
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:53:24	2	C	6.637	2	1	12504
Dulux	LED Sightscreen	13:53:29	6	A	0.266	6	1	12509
ΑΝΖ	Boundary Rope	13:53:37	1	A	0.751	6	6	12517
Canterbury	Playing Kit - Shirt Front	13:53:38	10	A	0.208	10	1	12518
ΑΝΖ	Playing Kit - Shirt Front	13:53:38	10	A	0.531	10	1	12518
ΑΝΖ	Playing Kit - Arm	13:53:48	2	A	0.240	2	1	12528
ΑΝΖ	Playing Kit - Shirt Front	13:53:50	3	D	0.531	3	1	12530
ΑΝΖ	Playing Kit - Arm	13:53:53	1	A	0.240	1	1	12533
Dulux	Virtual Grass Sign - End of Wicket	13:53:54	3	A	0.289	3	1	12534
GJ Gardner	Virtual Grass Sign - End of Wicket	13:53:54	3	A	0.383	3	1	12534
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:53:54	3	A	0.332	3	1	12534
ΑΝΖ	LED Sight Screen	13:53:54	3	C	0.266	3	1	12534
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:53:54	3	A	0.246	6	2	12534
Dulux	Virtual Grass Sign - End of Wicket	13:53:59	1	A	6.162	1	1	12539
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:53:59	1	C	6.637	1	1	12539
Canterbury	Playing Kit - Shirt Front	13:54:02	1	A	0.208	1	1	12542
ΑΝΖ	Playing Kit - Shirt Front	13:54:02	1	A	0.531	1	1	12542
Ford	LED SignLED Sign	13:54:03	1	C	0.240	2	2	12543
KFC	Boundary Rope	13:54:03	1	A	0.278	2	2	12543
ΑΝΖ	Boundary Rope	13:54:03	1	E	0.143	3	3	12543
BRB	Grass Sign - Square of Wicket	13:54:04	2	A	2.083	2	1	12544
Ford	Player Kit - Shirt Back	13:54:08	1	A	0.384	1	1	12548
Canterbury	Playing Kit - Shirt Front	13:54:10	3	A	0.208	3	1	12550
ΑΝΖ	Playing Kit - Arm	13:54:11	2	A	0.240	2	1	12551
ΑΝΖ	Playing Kit - Shirt Front	13:54:10	3	A	0.531	3	1	12550
Dulux	Virtual Grass Sign - End of Wicket	13:54:13	8	A	0.289	8	1	12553
GJ Gardner	Virtual Grass Sign - End of Wicket	13:54:13	8	A	0.383	8	1	12553
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:54:13	8	A	0.332	8	1	12553
ΑΝΖ	LED Sight Screen	13:54:13	8	C	0.266	8	1	12553
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:54:13	8	A	0.246	16	2	12553
Dulux	Virtual Grass Sign - End of Wicket	13:54:32	3	A	6.162	3	1	12572
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:54:32	3	C	6.637	3	1	12572
Pals	LED Sign	13:54:35	3	B	0.140	15	5	12575
KFC	Boundary Rope	13:54:37	2	A	0.278	6	3	12577
Life Direct	Boundary Rope	13:54:37	2	A	0.586	2	1	12577
ΑΝΖ	Boundary Rope	13:54:37	2	E	0.143	16	6	12577
Canterbury	Playing Kit - Shirt Front	13:54:46	1	A	0.208	1	1	12586
ΑΝΖ	Playing Kit - Shirt Front	13:54:46	1	A	0.531	1	1	12586
Pals	LED Sign	13:54:47	2	B	0.140	3	1.500	12587
GJ Gardner	Umpire Jersey Back	13:54:49	3	C	0.258	3	1	12589
GJ Gardner	Umpire Jersey Back - Homes	13:54:49	3	A	0.133	3	1	12589
Canterbury	Playing Kit - Shirt Front	13:54:59	2	A	0.208	2	1	12599
ΑΝΖ	Playing Kit - Shirt Front	13:54:59	2	A	0.531	2	1	12599
Canterbury	Playing Kit - Pants	13:55:02	1	B	0.377	1	1	12602
Canterbury	Playing Kit - Pants	13:55:05	2	B	0.377	2	1	12605
Canterbury	Playing Kit - Shirt Front	13:55:08	10	A	0.208	10	1	12608
Canterbury	Playing Kit - Shirt Front	13:55:21	3	A	0.208	3	1	12621
Canterbury	Playing Kit - Shirt Front	13:55:34	9	A	0.208	9	1	12634
ΑΝΖ	Playing Kit - Shirt Front	13:55:32	11	A	0.531	11	1	12632
Canterbury	Playing Kit - Shirt Front	13:55:45	1	A	0.208	1	1	12645
ΑΝΖ	Playing Kit - Shirt Front	13:55:45	1	A	0.531	1	1	12645
Ford	Player Kit - Shirt Back	13:55:43	6	A	0.384	6	1	12643
KFC	Boundary Rope	13:55:48	4	A	0.278	4	1	12648
Life Direct	Boundary Rope	13:55:48	4	A	0.586	4	1	12648
ΑΝΖ	Boundary Rope	13:55:48	4	E	0.143	28	7	12648
Life Direct	LED Sign - End of Wicket Signage	13:55:48	5	A	1.747	5	1	12648
ΑΝΖ	Playing Kit - Arm	13:55:48	8	A	0.240	8	1	12648
ΑΝΖ	Playing Kit - Arm	13:55:57	1	A	0.240	1	1	12657
Ford	Player Kit - Shirt Back	13:55:59	1	A	0.384	1	1	12659
Dulux	Virtual Grass Sign - End of Wicket	13:56:00	7	A	0.289	7	1	12660
GJ Gardner	LED Sightscreen	13:56:00	7	A	0.258	7	1	12660
GJ Gardner	LED Sightscreen - Homes	13:56:00	7	A	0.133	7	1	12660
GJ Gardner	Virtual Grass Sign - End of Wicket	13:56:00	7	A	0.383	7	1	12660
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:56:00	7	A	0.332	7	1	12660
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:56:00	7	A	0.246	14	2	12660
Canterbury	Playing Kit - Shirt Front	13:56:07	6	A	0.208	6	1	12667
ΑΝΖ	Playing Kit - Shirt Front	13:56:07	6	A	0.531	6	1	12667
Dulux	LED Sign - End of Wicket Signage	13:56:19	8	C	5.419	32	4	12679
GJ Gardner	LED Sightscreen	13:56:20	7	A	0.258	7	1	12680
GJ Gardner	LED Sightscreen - Homes	13:56:20	7	A	0.133	7	1	12680
GJ Gardner	Virtual Grass Sign - End of Wicket	13:56:18	9	B	2.013	9	1	12678
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:56:16	11	B	1.871	11	1	12676
Life Direct	LED Sign - End of Wicket Signage	13:56:20	7	B	1.747	14	2	12680
ΑΝΖ	LED Sign - End of Wicket Signage	13:56:19	8	C	0.336	64	8	12679
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:56:16	11	C	3.345	11	1	12676
Canterbury	Playing Kit - Shirt Front	13:56:27	10	A	0.208	10	1	12687
ΑΝΖ	Playing Kit - Arm	13:56:36	1	A	0.240	1	1	12696
ΑΝΖ	Playing Kit - Shirt Front	13:56:27	10	A	0.531	10	1	12687
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:56:41	1	B	1.871	1	1	12701
KFC	Boundary Rope	13:56:45	1	A	0.278	3	3	12705
Life Direct	Boundary Rope	13:56:45	1	A	0.586	1	1	12705
ΑΝΖ	Boundary Rope	13:56:45	3	E	0.687	14	4.667	12705
Canterbury	Playing Kit - Shirt Front	13:56:48	5	A	0.208	5	1	12708
ΑΝΖ	Playing Kit - Arm	13:56:48	5	A	0.240	5	1	12708
ΑΝΖ	Playing Kit - Shirt Front	13:56:48	5	A	0.531	5	1	12708
Canterbury	Playing Kit - Shirt Front	13:56:54	2	A	0.208	2	1	12714
ΑΝΖ	Playing Kit - Shirt Front	13:56:54	2	A	0.531	2	1	12714
Ford	Player Kit - Shirt Back	13:56:56	1	A	0.384	1	1	12716
KFC	Boundary Rope	13:57:04	1	A	0.278	3	3	12724
Life Direct	Boundary Rope	13:57:04	1	A	0.586	1	1	12724
ΑΝΖ	Boundary Rope	13:57:04	1	E	0.143	10	10	12724
Canterbury	Playing Kit - Shirt Front	13:57:10	2	A	0.208	2	1	12730
ΑΝΖ	Playing Kit - Shirt Front	13:57:10	2	A	0.531	2	1	12730
Canterbury	Playing Kit - Shirt Front	13:57:14	2	A	0.208	2	1	12734
ΑΝΖ	Playing Kit - Shirt Front	13:57:14	2	A	0.531	2	1	12734
GJ Gardner	Umpire Jersey Back	13:57:21	1	C	0.258	1	1	12741
GJ Gardner	Umpire Jersey Back - Homes	13:57:21	1	A	0.133	1	1	12741
Dulux	LED Sign - End of Wicket Signage	13:57:24	2	C	5.419	4	2	12744
KFC	Boundary Rope	13:57:24	2	A	0.278	6	3	12744
Life Direct	Boundary Rope	13:57:24	2	A	0.586	2	1	12744
ΑΝΖ	Boundary Rope	13:57:24	2	E	0.143	20	10	12744
GJ Gardner	Umpire Jersey Front	13:57:27	8	A	0.258	8	1	12747
GJ Gardner	Umpire Jersey Front - Homes	13:57:27	8	A	0.133	8	1	12747
NZC	Umpire Cap	13:57:26	9	B	0.320	9	1	12746
NZC	Umpire Jersey Front	13:57:27	8	A	0.395	8	1	12747
Dulux	LED Sign - End of Wicket Signage	13:57:35	6	A	5.419	18	3	12755
KFC	Boundary Rope	13:57:35	6	A	0.278	18	3	12755
Life Direct	Boundary Rope	13:57:35	6	A	0.586	6	1	12755
ΑΝΖ	Boundary Rope	13:57:35	6	E	0.143	60	10	12755
ΑΝΖ	LED Sign - End of Wicket Signage	13:57:35	6	C	0.336	12	2	12755
Canterbury	Playing Kit - Shirt Front	13:57:44	4	A	0.208	4	1	12764
ΑΝΖ	Playing Kit - Shirt Front	13:57:44	4	A	0.531	4	1	12764
Ford	Player Kit - Shirt Back	13:57:48	3	A	0.384	4	1.333	12768
ΑΝΖ	Playing Kit - Arm	13:57:44	7	A	0.240	7	1	12764
KFC	Boundary Rope	13:57:52	9	A	0.278	27	3	12772
Life Direct	Boundary Rope	13:57:52	9	A	0.586	9	1	12772
ΑΝΖ	Boundary Rope	13:57:52	9	E	0.143	90	10	12772
Ford	Player Kit - Shirt Back	13:58:13	12	A	0.384	12	1	12793
GJ Gardner	Umpire Jersey Back	13:58:25	37	D	0.258	37	1	12805
GJ Gardner	Umpire Jersey Back - Homes	13:58:25	37	D	0.133	37	1	12805
KFC	Boundary Rope	13:58:25	37	A	0.278	111	3	12805
Life Direct	Boundary Rope	13:58:25	37	A	0.586	37	1	12805
ΑΝΖ	Boundary Rope	13:58:25	37	E	0.143	370	10	12805
GJ Gardner	Giant Screen - Decision Pending	13:59:25	7	C	0.660	7	1	12865
GJ Gardner	Giant Screen - Decision Pending - Homes	13:59:25	7	C	0.162	7	1	12865
Canterbury	Playing Kit - Shirt Front	13:59:32	3	A	0.208	3	1	12872
ΑΝΖ	Playing Kit - Shirt Front	13:59:32	3	A	0.531	3	1	12872
Canterbury	Playing Kit - Shirt Front	13:59:37	1	A	0.208	1	1	12877
ΑΝΖ	Playing Kit - Shirt Front	13:59:37	1	A	0.531	1	1	12877
Ford	Player Kit - Shirt Back	13:59:39	4	A	0.384	4	1	12879
ΑΝΖ	Playing Kit - Shirt Front	13:59:49	1	A	0.531	1	1	12889
ΑΝΖ	Playing Kit - Shirt Front	13:59:52	2	A	0.531	2	1	12892
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:59:54	1	B	1.871	1	1	12894
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:59:54	1	C	3.345	1	1	12894
Dulux	LED Sign - End of Wicket Signage	13:59:57	1	C	5.419	3	3	12897
GJ Gardner	Virtual Grass Sign - End of Wicket	13:59:57	1	B	2.013	1	1	12897
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	13:59:57	1	A	1.871	1	1	12897
ΑΝΖ	LED Sign - End of Wicket Signage	13:59:57	1	C	0.336	8	8	12897
ΑΝΖ	Virtual Grass Sign - End of Wicket	13:59:57	1	A	3.345	1	1	12897
Ford	Player Kit - Shirt Back	14:00:05	2	A	0.384	2	1	12905
ΑΝΖ	Playing Kit - Arm	14:00:06	3	A	0.240	3	1	12906
Ford	Player Kit - Shirt Back	14:00:08	2	A	0.384	2	1	12908
Canterbury	Playing Kit - Shirt Front	14:00:11	6	A	0.208	6	1	12911
ΑΝΖ	Playing Kit - Shirt Front	14:00:11	6	A	0.531	6	1	12911
GJ Gardner	Virtual Grass Sign - End of Wicket	14:00:19	1	B	2.013	1	1	12919
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:00:18	2	B	1.871	2	1	12918
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:00:18	2	C	3.345	2	1	12918
BRB	Grass Sign - Square of Wicket	14:00:21	3	B	2.083	3	1	12921
Ford	Virtual Grass Sign - Square of Wicket	14:00:21	3	A	3.269	3	1	12921
KFC	Virtual Grass Sign - Square of Wicket	14:00:21	4	C	1.623	4	1	12921
Life Direct	Virtual Grass Sign - Square of Wicket	14:00:21	4	A	3.361	4	1	12921
NZC	Umpire Jersey Front	14:00:29	1	E	0.395	1	1	12929
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:00:30	2	B	1.871	2	1	12930
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:00:31	1	C	3.345	1	1	12931
Dulux	LED Sightscreen	14:00:35	1	A	0.266	1	1	12935
Dulux	LED Sign - End of Wicket Signage	14:00:33	3	C	5.419	13	4.333	12933
GJ Gardner	Virtual Grass Sign - End of Wicket	14:00:33	3	A	2.013	3	1	12933
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:00:33	3	A	1.871	3	1	12933
ΑΝΖ	LED Sign - End of Wicket Signage	14:00:33	3	C	0.336	24	8	12933
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:00:33	3	A	3.345	3	1	12933
Dulux	LED Sightscreen	14:00:40	3	A	0.266	3	1	12940
Dulux	LED Sign - End of Wicket Signage	14:00:40	4	C	5.419	19	4.750	12940
GJ Gardner	Virtual Grass Sign - End of Wicket	14:00:40	4	A	2.013	4	1	12940
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:00:40	4	A	1.871	4	1	12940
ΑΝΖ	LED Sign - End of Wicket Signage	14:00:40	4	C	0.336	32	8	12940
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:00:40	4	A	3.345	4	1	12940
Canterbury	Playing Kit - Shirt Front	14:00:45	2	A	0.208	2	1	12945
ΑΝΖ	Playing Kit - Shirt Front	14:00:45	2	A	0.531	2	1	12945
Canterbury	Playing Kit - Shirt Front	14:00:48	2	A	0.208	2	1	12948
ΑΝΖ	Playing Kit - Shirt Front	14:00:48	2	A	0.531	2	1	12948
Ford	Player Kit - Shirt Back	14:00:51	2	A	0.384	2	1	12951
Canterbury	Playing Kit - Shirt Front	14:00:53	2	A	0.208	2	1	12953
ΑΝΖ	Playing Kit - Shirt Front	14:00:53	2	A	0.531	2	1	12953
ΑΝΖ	Playing Kit - Arm	14:00:54	4	A	0.240	4	1	12954
GJ Gardner	Virtual Grass Sign - End of Wicket	14:01:07	2	B	2.013	2	1	12967
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:01:06	4	B	1.871	4	1	12966
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:01:06	4	C	3.345	4	1	12966
GJ Gardner	Virtual Grass Sign - End of Wicket	14:01:11	6	B	2.013	6	1	12971
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:01:11	6	B	1.871	6	1	12971
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:01:11	6	C	3.345	6	1	12971
Canterbury	Playing Kit - Shirt Front	14:01:22	6	A	0.208	6	1	12982
Ford	Player Kit - Shirt Back	14:01:27	1	A	0.384	1	1	12987
ΑΝΖ	Playing Kit - Arm	14:01:25	3	A	0.240	3	1	12985
ΑΝΖ	Playing Kit - Shirt Front	14:01:22	6	A	0.531	6	1	12982
Dulux	TVGI Series Logo	14:01:38	10	C	1.198	10	1	12998
Dulux	TVGI Series Text	14:01:37	12	B	0.498	12	1	12997
Dulux	Virtual Grass Sign - End of Wicket	14:01:54	1	A	6.162	1	1	13014
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:01:54	1	C	6.637	1	1	13014
Dulux	LED Sign - End of Wicket Signage	14:01:59	1	C	5.419	4	4	13019
ΑΝΖ	LED Sign - End of Wicket Signage	14:01:59	2	C	0.336	15	7.500	13019
Dulux	LED Sightscreen	14:02:00	3	A	0.266	3	1	13020
Dulux	Virtual Grass Sign - End of Wicket	14:01:59	4	A	0.289	4	1	13019
GJ Gardner	Virtual Grass Sign - End of Wicket	14:02:00	3	A	0.383	3	1	13020
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:02:00	3	A	0.332	3	1	13020
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:01:59	4	C	0.246	7	1.750	13019
Canterbury	Playing Kit - Shirt Front	14:02:03	1	A	0.208	1	1	13023
ΑΝΖ	Playing Kit - Shirt Front	14:02:03	1	A	0.531	1	1	13023
Dulux	Virtual Grass Sign - End of Wicket	14:02:18	3	A	6.162	3	1	13038
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:02:18	3	C	6.637	3	1	13038
GJ Gardner	Umpire Jersey Back	14:02:22	3	C	0.258	3	1	13042
GJ Gardner	Umpire Jersey Back - Homes	14:02:22	3	A	0.133	3	1	13042
ΑΝΖ	Boundary Rope	14:02:39	1	E	0.278	5	5	13059
KFC	Boundary Rope	14:02:41	8	A	0.278	24	3	13061
Life Direct	Boundary Rope	14:02:41	8	A	0.586	8	1	13061
Oral B	LED Sign	14:02:40	9	A	1.379	9	1	13060
Oral B	LED Sign - 100% Cleaner Teeth, Healthier Gums in 1 Week	14:02:40	9	D	2.828	15	1.667	13060
ΑΝΖ	Boundary Rope	14:02:41	8	E	0.143	80	10	13061
Dulux	Stumps	14:03:13	9	D	0.296	51	5.667	13093
GJ Gardner	Virtual Grass Sign - End of Wicket	14:03:31	4	B	2.013	4	1	13111
GJ Gardner	Virtual Grass Sign - End of Wicket - Homes	14:03:30	5	B	1.871	5	1	13110
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:03:30	5	C	3.345	5	1	13110
Dulux	TVGI Series Logo	14:04:16	27	C	1.198	27	1	13156
Dulux	TVGI Series Text	14:04:15	28	B	0.498	28	1	13155
Dulux	Virtual Grass Sign - End of Wicket	14:04:44	1	A	6.162	1	1	13184
ΑΝΖ	Virtual Grass Sign - End of Wicket	14:04:44	1	C	6.637	1	1	13184
Dulux	LED Sign - End of Wicket Signage	14:04:47	2	C	5.419	8	4	13187
Dulux	Virtual Grass Sign - End of Wicket	14:04:46	3	A	0.289	3	1	13186
GJ Gardner	Virtual Grass Sign - End of Wicket	14:04:47	2	A	0.383	2	1	13187
